,CITY,NAME,URL,ADDRESS,NUMBER,SERVED,HOURS
1428,Gardena,El Monte Courthouse,http://www.lacourt.org/courthouse/info/elm,"11234 East Valley Blvd.El Monte, CA 91731",(626) 401-2200,"CRIMINAL,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1429,Gardena,Glendale Courthouse,http://www.lacourt.org/courthouse/info/gln,"600 East BroadwayGlendale, CA 91206",(818) 265-6400,"CIVIL,CRIMINAL,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1430,Gardena,Governor George Deukmejian Courthouse,http://www.lacourt.org/courthouse/info/lb,"275 MagnoliaLong Beach, CA 90802",(562) 256-3100,"CIVIL,CRIMINAL,FAMILY,LAW,JUVENILE,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:30AM - 12:30PM, 1:30PM - 4:30PM,F: 8:30AM - 12:30PM"
1431,Gardena,Inglewood Courthouse,http://www.lacourt.org/courthouse/info/ing,"One Regent StreetInglewood, CA 90301",(310) 419-1300,"CIVIL,CRIMINAL,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 8:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 9:00AM - 12:30PM, 1:30PM - 4:00PM,F: 9:00AM - 12:30PM"
1432,Gardena,Inglewood Juvenile Courthouse,http://www.lacourt.org/courthouse/info/igj,"110 Regent StreetInglewood, CA 90301",(310) 412-8301,"JUVENILE,","Building,M-F: 8:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1433,Gardena,Los Padrinos Juvenile Courthouse,http://www.lacourt.org/courthouse/info/lpj,"7281 East Quill DriveDowney, CA 90242",(562) 658-0700,"JUVENILE,","Building,M-F: 8:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1434,Gardena,Metropolitan Courthouse,http://www.lacourt.org/courthouse/info/met,"1945 South Hill StreetLos Angeles, CA 90007",(213) 745-3202,"CRIMINAL,MENTAL,HEALTH,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1435,Gardena,Michael Antonovich Antelope Valley Courthouse,http://www.lacourt.org/courthouse/info/atp,"42011 4th Street WestLancaster, CA 93534",(661) 483-5500,"CIVIL,CRIMINAL,FAMILY,LAW,JUVENILE,PROBATE,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:30AM - 12:30PM, 1:30PM - 4:30PM,F: 8:30AM - 12:30PM"
1436,Gardena,Norwalk Courthouse,http://www.lacourt.org/courthouse/info/se,"12720 Norwalk Blvd.Norwalk, CA 90650",(562) 345-3700,"CIVIL,CRIMINAL,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1437,Gardena,Pasadena Courthouse,http://www.lacourt.org/courthouse/info/pas,"300 East Walnut St.Pasadena, CA 91101",(626) 396-3300,"CIVIL,CRIMINAL,FAMILY,LAW,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:00AM - 4:00PM,F: 8:00AM - 12:00PM"
1438,Gardena,Pomona Courthouse South,http://www.lacourt.org/courthouse/info/ea,"400 Civic Center PlazaPomona, CA 91766",(909) 802-1100,"CIVIL,CRIMINAL,FAMILY,LAW,JUVENILE,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:30AM - 12:30PM, 1:30PM - 4:30PM,F: 8:30AM - 12:30PM"
1439,Gardena,San Fernando Courthouse,http://www.lacourt.org/courthouse/info/las,"900 Third StreetSan Fernando, CA 91340",(818) 256-1800,"CRIMINAL,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1440,Gardena,Santa Clarita Courthouse,http://www.lacourt.org/courthouse/info/new,"23747 West Valencia Blvd.Santa Clarita, CA 91355",(661) 253-5600,"CRIMINAL,TRAFFIC,","Building,M-F: 8:15AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1441,Gardena,Santa Monica Courthouse,http://www.lacourt.org/courthouse/info/sm,"1725 Main StreetSanta Monica, CA 90401",(310) 255-1840,"CIVIL,FAMILY,LAW,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:30AM - 12:30PM, 1:30PM - 4:30PM,F: 8:30AM - 12:30PM"
1442,Gardena,Spring Street Courthouse,http://www.lacourt.org/courthouse/info/ss,"312 North Spring StreetLos Angeles, CA 90012",(213) 310-7000,"CIVIL,","Building,M-F: 8:30AM - 4:30PM"
1443,Gardena,Stanley Mosk Courthouse,http://www.lacourt.org/courthouse/info/la,"111 North Hill StreetLos Angeles, CA 90012",(213) 830-0803,"APPEALS,CIVIL,FAMILY,LAW,PROBATE,SMALL,CLAIMS,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:00AM - 4:00PM,F: 8:00AM - 12:00PM"
1444,Gardena,Sylmar Juvenile Courthouse,http://www.lacourt.org/courthouse/info/slj,"16350 Filbert StreetSylmar, CA 91342",(818) 256-1180,"JUVENILE,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:00AM - 4:30PM"
1445,Gardena,Torrance Courthouse,http://www.lacourt.org/courthouse/info/sba,"825 Maple Ave.Torrance, CA 90503",(310) 787-3700,"CIVIL,CRIMINAL,FAMILY,LAW,TRAFFIC,","Building,M-F: 8:15AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:30AM - 12:30PM, 1:30PM - 4:30PM,F: 8:30AM - 12:30PM"
1446,Gardena,Van Nuys Courthouse East,http://www.lacourt.org/courthouse/info/nw,"6230 Sylmar Ave.Van Nuys, CA 91401",(818) 901-4600,"CIVIL,FAMILY,LAW,SMALL,CLAIMS,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:30AM - 12:30PM, 1:30PM - 4:30PM,F: 8:30AM - 12:30PM"
1447,Gardena,Van Nuys Courthouse West,http://www.lacourt.org/courthouse/info/lav,"14400 Erwin Street MallVan Nuys, CA 91401",(818) 989-6900,"CRIMINAL,TRAFFIC,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:00AM - 4:30PM"
1448,Gardena,West Covina Courthouse,http://www.lacourt.org/courthouse/info/cit,"1427 West Covina ParkwayWest Covina, CA 91790",(626) 430-2600,"CIVIL,CRIMINAL,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:15AM - 4:30PM"
1449,Gardena,Whittier Courthouse,http://www.lacourt.org/courthouse/info/wh,"7339 South Painter Ave.Whittier, CA 90602",,"FAMILY,LAW,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-F: 9:00AM - 12:00PM"
1450,Gilroy,Downtown Superior Court,http://www.scscourt.org/general_info/contact/courthouses/dts.shtml,"191 North First StreetSan Jose, CA 95113",(408) 882-2100,"CIVIL,PROBATE,SMALL,CLAIMS,","Building,M-F: 8:00AM - 5:00PM,Clerks,M-Thu: 8:30AM - 3:00PM,F: 8:30AM - 12:00PM"
1451,Gilroy,Family Justice Center,http://www.scscourt.org/general_info/contact/courthouses/fjcc.shtml,"201 N. First StreetSan Jose, CA 95113",(408) 792-4200,"FAMILY,DRUG,COURT,SELF-HELP,JUVENILE,DEPENDENCY,","Building,M-F: 8:00AM - 5:00PM,Clerks,M-F: 8:30AM - 3:00PM,Self-Help Assistance,M-Thu: SHC: 8:30AM - 3:00PM Restraining Order Help Center: 8:30AM - 12:30PM, 1:30PM - 3:00PM,F: SHC: 8:30AM - 12:30PM Restraining Order Help Center: 8:30AM - 12:30PM, 1:30PM - 3:00PM"
1452,Gilroy,Hall of Justice,http://www.scscourt.org/general_info/contact/courthouses/hoj.shtml,"190 West Hedding StreetSan Jose, CA 95110",(408) 808-6600,"CRIMINAL,DEPENDENCY,DRUG,TREATMENT,","Building,M-F: 8:00AM - 5:00PM,Clerks,M-F: 8:30AM - 3:00PM"
1453,Gilroy,Juvenile Justice,http://www.scscourt.org/general_info/contact/courthouses/guadalupe.shtml,"840 Guadalupe ParkwaySan Jose, CA 95110",(408) 808-6200,"JUVENILE,JUSTICE,","Building,M-F: 8:00AM - 5:00PM,Clerks,M-F: 8:30AM - 3:00PM"
1454,Gilroy,Old Courthouse,http://www.scscourt.org/general_info/contact/courthouses/och.shtml,"161 North First StreetSan Jose, CA 95113",(408) 883-2100,"CIVIL,","Building,M-F: 8:00AM - 5:00PM,Clerks,M-Thu: 8:30AM - 3:00PM,F: 8:30AM - 12:00PM"
1455,Gilroy,Palo Alto Courthouse,http://www.scscourt.org/general_info/contact/courthouses/paloalto.shtml,"270 Grant AvenuePalo Alto, CA 94306",(650) 462-3800,"CRIMINAL,","Building,M-F: 8:00AM - 5:00PM,Clerks,M-F: 8:30AM - 3:00PM"
1456,Gilroy,Santa Clara Courthouse,http://www.scscourt.org/general_info/contact/courthouses/santaclara.shtml,"1095 Homestead RoadSanta Clara, CA 95050",(408) 556-3000,"TRAFFIC,","Building,M-F: 8:00AM - 5:00PM,Clerks,M-F: 8:30AM - 3:00PM"
1457,Gilroy,South County Courthouse,http://www.scscourt.org/general_info/contact/courthouses/southcounty.shtml,"301 Diana AvenueMorgan Hill, CA 95037",(408) 695-5000,"CRIMINAL,TRAFFIC,","Building,M-F: 8:00AM - 5:00PM,Clerks,M-F: 8:30AM - 3:00PM"
1458,Glendale,Airport Courthouse,http://www.lacourt.org/courthouse/info/lax,"11701 S. La CienegaLos Angeles, CA 90045",(310) 725-3000,"CRIMINAL,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1459,Glendale,Alfred J. McCourtney Juvenile Justice Center,http://www.lacourt.org/courthouse/info/lan,"1040 W. Avenue JLancaster, CA 93534",(661) 483-5924,"JUVENILE,","Building,M-F: 8:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1460,Glendale,Alhambra Courthouse,http://www.lacourt.org/courthouse/info/alh,"150 West CommonwealthAlhambra, CA 91801",(626) 293-2100,"CRIMINAL,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1461,Glendale,Bellflower Courthouse,http://www.lacourt.org/courthouse/info/lc,"10025 East Flower StreetBellflower, CA 90706",(562) 345-3300,"CRIMINAL,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1462,Glendale,Beverly Hills Courthouse,http://www.lacourt.org/courthouse/info/bh,"9355 Burton WayBeverly Hills, CA 90210",(310) 281-2400,"TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1463,Glendale,Burbank Courthouse,http://www.lacourt.org/courthouse/info/bur,"300 East OliveBurbank, CA 91502",(818) 260-8400,"CIVIL,CRIMINAL,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1464,Glendale,Catalina Courthouse,http://www.lacourt.org/courthouse/info/cat,"215 Sumner AvenueAvalon, CA 90704",(562) 256-3100,"CRIMINAL,","Building,F: 8:30AM - 1:00PM"
1465,Glendale,Central Arraignment Courthouse,http://www.lacourt.org/courthouse/info/cac,"429 Bauchet St.Los Angeles, CA 90012",(213) 617-5699,"CRIMINAL,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1466,Glendale,Central Civil West Courthouse,http://www.lacourt.org/courthouse/info/ccw,"600 South Commonwealth Ave.Los Angeles, CA 90005",(213) 351-7598,"FAMILY,LAW,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1467,Glendale,Chatsworth Courthouse,http://www.lacourt.org/courthouse/info/cha,"9425 Penfield Ave.Chatsworth, CA 91311",(818) 407-2200,"CIVIL,FAMILY,LAW,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:30AM - 12:30PM, 1:30PM - 4:30PM,F: 8:30AM - 12:30PM"
1468,Glendale,Clara Shortridge Foltz Criminal Justice Center,http://www.lacourt.org/courthouse/info/ccb,"210 West Temple StreetLos Angeles, CA 90012",(213) 628-7900,"CRIMINAL,","Building,M-F: 7:00AM - 5:00PM,Clerks,M-F: 8:30AM - 4:30PM"
1469,Glendale,Compton Courthouse,http://www.lacourt.org/courthouse/info/com,"200 West Compton Blvd.Compton, CA 90220",(310) 761-4300,"CIVIL,CRIMINAL,FAMILY,LAW,JUVENILE,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 9:00AM - 12:30PM, 1:30PM - 5PM,F: 9:00AM - 12:30PM"
1470,Glendale,Downey Courthouse,http://www.lacourt.org/courthouse/info/dow,"7500 East Imperial HighwayDowney, CA 90242",(562) 658-0500,"CRIMINAL,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1471,Glendale,East Los Angeles Courthouse,http://www.lacourt.org/courthouse/info/ela,"4848 E. Civic Center WayLos Angeles, CA 90022",(323) 881-5800,"CRIMINAL,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1472,Glendale,Eastlake Juvenile Court,http://www.lacourt.org/courthouse/info/elj,"1601 Eastlake AvenueLos Angeles, CA 90033",(323) 227-4399,"JUVENILE,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1473,Glendale,Edmund D. Edelman Children's Court,http://www.lacourt.org/courthouse/info/ccj,"201 Centre Plaza DriveMonterey Park, CA 91754",(323) 307-8000,"JUVENILE,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1474,Glendale,El Monte Courthouse,http://www.lacourt.org/courthouse/info/elm,"11234 East Valley Blvd.El Monte, CA 91731",(626) 401-2200,"CRIMINAL,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1475,Glendale,Glendale Courthouse,http://www.lacourt.org/courthouse/info/gln,"600 East BroadwayGlendale, CA 91206",(818) 265-6400,"CIVIL,CRIMINAL,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1476,Glendale,Governor George Deukmejian Courthouse,http://www.lacourt.org/courthouse/info/lb,"275 MagnoliaLong Beach, CA 90802",(562) 256-3100,"CIVIL,CRIMINAL,FAMILY,LAW,JUVENILE,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:30AM - 12:30PM, 1:30PM - 4:30PM,F: 8:30AM - 12:30PM"
1477,Glendale,Inglewood Courthouse,http://www.lacourt.org/courthouse/info/ing,"One Regent StreetInglewood, CA 90301",(310) 419-1300,"CIVIL,CRIMINAL,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 8:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 9:00AM - 12:30PM, 1:30PM - 4:00PM,F: 9:00AM - 12:30PM"
1478,Glendale,Inglewood Juvenile Courthouse,http://www.lacourt.org/courthouse/info/igj,"110 Regent StreetInglewood, CA 90301",(310) 412-8301,"JUVENILE,","Building,M-F: 8:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1479,Glendale,Los Padrinos Juvenile Courthouse,http://www.lacourt.org/courthouse/info/lpj,"7281 East Quill DriveDowney, CA 90242",(562) 658-0700,"JUVENILE,","Building,M-F: 8:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1480,Glendale,Metropolitan Courthouse,http://www.lacourt.org/courthouse/info/met,"1945 South Hill StreetLos Angeles, CA 90007",(213) 745-3202,"CRIMINAL,MENTAL,HEALTH,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1481,Glendale,Michael Antonovich Antelope Valley Courthouse,http://www.lacourt.org/courthouse/info/atp,"42011 4th Street WestLancaster, CA 93534",(661) 483-5500,"CIVIL,CRIMINAL,FAMILY,LAW,JUVENILE,PROBATE,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:30AM - 12:30PM, 1:30PM - 4:30PM,F: 8:30AM - 12:30PM"
1482,Glendale,Norwalk Courthouse,http://www.lacourt.org/courthouse/info/se,"12720 Norwalk Blvd.Norwalk, CA 90650",(562) 345-3700,"CIVIL,CRIMINAL,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1483,Glendale,Pasadena Courthouse,http://www.lacourt.org/courthouse/info/pas,"300 East Walnut St.Pasadena, CA 91101",(626) 396-3300,"CIVIL,CRIMINAL,FAMILY,LAW,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:00AM - 4:00PM,F: 8:00AM - 12:00PM"
1484,Glendale,Pomona Courthouse South,http://www.lacourt.org/courthouse/info/ea,"400 Civic Center PlazaPomona, CA 91766",(909) 802-1100,"CIVIL,CRIMINAL,FAMILY,LAW,JUVENILE,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:30AM - 12:30PM, 1:30PM - 4:30PM,F: 8:30AM - 12:30PM"
1485,Glendale,San Fernando Courthouse,http://www.lacourt.org/courthouse/info/las,"900 Third StreetSan Fernando, CA 91340",(818) 256-1800,"CRIMINAL,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1486,Glendale,Santa Clarita Courthouse,http://www.lacourt.org/courthouse/info/new,"23747 West Valencia Blvd.Santa Clarita, CA 91355",(661) 253-5600,"CRIMINAL,TRAFFIC,","Building,M-F: 8:15AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1487,Glendale,Santa Monica Courthouse,http://www.lacourt.org/courthouse/info/sm,"1725 Main StreetSanta Monica, CA 90401",(310) 255-1840,"CIVIL,FAMILY,LAW,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:30AM - 12:30PM, 1:30PM - 4:30PM,F: 8:30AM - 12:30PM"
1488,Glendale,Spring Street Courthouse,http://www.lacourt.org/courthouse/info/ss,"312 North Spring StreetLos Angeles, CA 90012",(213) 310-7000,"CIVIL,","Building,M-F: 8:30AM - 4:30PM"
1489,Glendale,Stanley Mosk Courthouse,http://www.lacourt.org/courthouse/info/la,"111 North Hill StreetLos Angeles, CA 90012",(213) 830-0803,"APPEALS,CIVIL,FAMILY,LAW,PROBATE,SMALL,CLAIMS,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:00AM - 4:00PM,F: 8:00AM - 12:00PM"
1490,Glendale,Sylmar Juvenile Courthouse,http://www.lacourt.org/courthouse/info/slj,"16350 Filbert StreetSylmar, CA 91342",(818) 256-1180,"JUVENILE,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:00AM - 4:30PM"
1491,Glendale,Torrance Courthouse,http://www.lacourt.org/courthouse/info/sba,"825 Maple Ave.Torrance, CA 90503",(310) 787-3700,"CIVIL,CRIMINAL,FAMILY,LAW,TRAFFIC,","Building,M-F: 8:15AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:30AM - 12:30PM, 1:30PM - 4:30PM,F: 8:30AM - 12:30PM"
1492,Glendale,Van Nuys Courthouse East,http://www.lacourt.org/courthouse/info/nw,"6230 Sylmar Ave.Van Nuys, CA 91401",(818) 901-4600,"CIVIL,FAMILY,LAW,SMALL,CLAIMS,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:30AM - 12:30PM, 1:30PM - 4:30PM,F: 8:30AM - 12:30PM"
1493,Glendale,Van Nuys Courthouse West,http://www.lacourt.org/courthouse/info/lav,"14400 Erwin Street MallVan Nuys, CA 91401",(818) 989-6900,"CRIMINAL,TRAFFIC,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:00AM - 4:30PM"
1494,Glendale,West Covina Courthouse,http://www.lacourt.org/courthouse/info/cit,"1427 West Covina ParkwayWest Covina, CA 91790",(626) 430-2600,"CIVIL,CRIMINAL,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:15AM - 4:30PM"
1495,Glendale,Whittier Courthouse,http://www.lacourt.org/courthouse/info/wh,"7339 South Painter Ave.Whittier, CA 90602",,"FAMILY,LAW,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-F: 9:00AM - 12:00PM"
1496,Glendora,Airport Courthouse,http://www.lacourt.org/courthouse/info/lax,"11701 S. La CienegaLos Angeles, CA 90045",(310) 725-3000,"CRIMINAL,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1497,Glendora,Alfred J. McCourtney Juvenile Justice Center,http://www.lacourt.org/courthouse/info/lan,"1040 W. Avenue JLancaster, CA 93534",(661) 483-5924,"JUVENILE,","Building,M-F: 8:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1498,Glendora,Alhambra Courthouse,http://www.lacourt.org/courthouse/info/alh,"150 West CommonwealthAlhambra, CA 91801",(626) 293-2100,"CRIMINAL,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1499,Glendora,Bellflower Courthouse,http://www.lacourt.org/courthouse/info/lc,"10025 East Flower StreetBellflower, CA 90706",(562) 345-3300,"CRIMINAL,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1500,Glendora,Beverly Hills Courthouse,http://www.lacourt.org/courthouse/info/bh,"9355 Burton WayBeverly Hills, CA 90210",(310) 281-2400,"TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1501,Glendora,Burbank Courthouse,http://www.lacourt.org/courthouse/info/bur,"300 East OliveBurbank, CA 91502",(818) 260-8400,"CIVIL,CRIMINAL,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1502,Glendora,Catalina Courthouse,http://www.lacourt.org/courthouse/info/cat,"215 Sumner AvenueAvalon, CA 90704",(562) 256-3100,"CRIMINAL,","Building,F: 8:30AM - 1:00PM"
1503,Glendora,Central Arraignment Courthouse,http://www.lacourt.org/courthouse/info/cac,"429 Bauchet St.Los Angeles, CA 90012",(213) 617-5699,"CRIMINAL,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1504,Glendora,Central Civil West Courthouse,http://www.lacourt.org/courthouse/info/ccw,"600 South Commonwealth Ave.Los Angeles, CA 90005",(213) 351-7598,"FAMILY,LAW,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1505,Glendora,Chatsworth Courthouse,http://www.lacourt.org/courthouse/info/cha,"9425 Penfield Ave.Chatsworth, CA 91311",(818) 407-2200,"CIVIL,FAMILY,LAW,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:30AM - 12:30PM, 1:30PM - 4:30PM,F: 8:30AM - 12:30PM"
1506,Glendora,Clara Shortridge Foltz Criminal Justice Center,http://www.lacourt.org/courthouse/info/ccb,"210 West Temple StreetLos Angeles, CA 90012",(213) 628-7900,"CRIMINAL,","Building,M-F: 7:00AM - 5:00PM,Clerks,M-F: 8:30AM - 4:30PM"
1507,Glendora,Compton Courthouse,http://www.lacourt.org/courthouse/info/com,"200 West Compton Blvd.Compton, CA 90220",(310) 761-4300,"CIVIL,CRIMINAL,FAMILY,LAW,JUVENILE,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 9:00AM - 12:30PM, 1:30PM - 5PM,F: 9:00AM - 12:30PM"
1508,Glendora,Downey Courthouse,http://www.lacourt.org/courthouse/info/dow,"7500 East Imperial HighwayDowney, CA 90242",(562) 658-0500,"CRIMINAL,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1509,Glendora,East Los Angeles Courthouse,http://www.lacourt.org/courthouse/info/ela,"4848 E. Civic Center WayLos Angeles, CA 90022",(323) 881-5800,"CRIMINAL,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1510,Glendora,Eastlake Juvenile Court,http://www.lacourt.org/courthouse/info/elj,"1601 Eastlake AvenueLos Angeles, CA 90033",(323) 227-4399,"JUVENILE,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1511,Glendora,Edmund D. Edelman Children's Court,http://www.lacourt.org/courthouse/info/ccj,"201 Centre Plaza DriveMonterey Park, CA 91754",(323) 307-8000,"JUVENILE,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1512,Glendora,El Monte Courthouse,http://www.lacourt.org/courthouse/info/elm,"11234 East Valley Blvd.El Monte, CA 91731",(626) 401-2200,"CRIMINAL,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1513,Glendora,Glendale Courthouse,http://www.lacourt.org/courthouse/info/gln,"600 East BroadwayGlendale, CA 91206",(818) 265-6400,"CIVIL,CRIMINAL,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM"
1514,Glendora,Governor George Deukmejian Courthouse,http://www.lacourt.org/courthouse/info/lb,"275 MagnoliaLong Beach, CA 90802",(562) 256-3100,"CIVIL,CRIMINAL,FAMILY,LAW,JUVENILE,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:30AM - 12:30PM, 1:30PM - 4:30PM,F: 8:30AM - 12:30PM"
