,CITY,NAME,URL,ADDRESS,NUMBER,SERVED,HOURS,SUPERIOR
852,Claremont,Pomona Courthouse South,http://www.lacourt.org/courthouse/info/ea,"400 Civic Center PlazaPomona, CA 91766",(909) 802-1100,"CIVIL,CRIMINAL,FAMILY,LAW,JUVENILE,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:30AM - 12:30PM, 1:30PM - 4:30PM,F: 8:30AM - 12:30PM",Los Angeles County Superior Court
853,Claremont,San Fernando Courthouse,http://www.lacourt.org/courthouse/info/las,"900 Third StreetSan Fernando, CA 91340",(818) 256-1800,"CRIMINAL,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM",Los Angeles County Superior Court
854,Claremont,Santa Clarita Courthouse,http://www.lacourt.org/courthouse/info/new,"23747 West Valencia Blvd.Santa Clarita, CA 91355",(661) 253-5600,"CRIMINAL,TRAFFIC,","Building,M-F: 8:15AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM",Los Angeles County Superior Court
855,Claremont,Santa Monica Courthouse,http://www.lacourt.org/courthouse/info/sm,"1725 Main StreetSanta Monica, CA 90401",(310) 255-1840,"CIVIL,FAMILY,LAW,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:30AM - 12:30PM, 1:30PM - 4:30PM,F: 8:30AM - 12:30PM",Los Angeles County Superior Court
856,Claremont,Spring Street Courthouse,http://www.lacourt.org/courthouse/info/ss,"312 North Spring StreetLos Angeles, CA 90012",(213) 310-7000,"CIVIL,","Building,M-F: 8:30AM - 4:30PM",Los Angeles County Superior Court
857,Claremont,Stanley Mosk Courthouse,http://www.lacourt.org/courthouse/info/la,"111 North Hill StreetLos Angeles, CA 90012",(213) 830-0803,"APPEALS,CIVIL,FAMILY,LAW,PROBATE,SMALL,CLAIMS,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:00AM - 4:00PM,F: 8:00AM - 12:00PM",Los Angeles County Superior Court
858,Claremont,Sylmar Juvenile Courthouse,http://www.lacourt.org/courthouse/info/slj,"16350 Filbert StreetSylmar, CA 91342",(818) 256-1180,"JUVENILE,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:00AM - 4:30PM",Los Angeles County Superior Court
859,Claremont,Torrance Courthouse,http://www.lacourt.org/courthouse/info/sba,"825 Maple Ave.Torrance, CA 90503",(310) 787-3700,"CIVIL,CRIMINAL,FAMILY,LAW,TRAFFIC,","Building,M-F: 8:15AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:30AM - 12:30PM, 1:30PM - 4:30PM,F: 8:30AM - 12:30PM",Los Angeles County Superior Court
860,Claremont,Van Nuys Courthouse East,http://www.lacourt.org/courthouse/info/nw,"6230 Sylmar Ave.Van Nuys, CA 91401",(818) 901-4600,"CIVIL,FAMILY,LAW,SMALL,CLAIMS,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:30AM - 12:30PM, 1:30PM - 4:30PM,F: 8:30AM - 12:30PM",Los Angeles County Superior Court
861,Claremont,Van Nuys Courthouse West,http://www.lacourt.org/courthouse/info/lav,"14400 Erwin Street MallVan Nuys, CA 91401",(818) 989-6900,"CRIMINAL,TRAFFIC,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:00AM - 4:30PM",Los Angeles County Superior Court
862,Claremont,West Covina Courthouse,http://www.lacourt.org/courthouse/info/cit,"1427 West Covina ParkwayWest Covina, CA 91790",(626) 430-2600,"CIVIL,CRIMINAL,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:15AM - 4:30PM",Los Angeles County Superior Court
863,Claremont,Whittier Courthouse,http://www.lacourt.org/courthouse/info/wh,"7339 South Painter Ave.Whittier, CA 90602",,"FAMILY,LAW,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-F: 9:00AM - 12:00PM",Los Angeles County Superior Court
864,Clayton,Wakefield Taylor Courthouse,http://www.cc-courts.org/locations/taylor.aspx,"725 Court StreetMartinez, CA 94553",(925) 608-1000,"CIVIL,PROBATE,(INCLUDES,NAME,CHANGE),CRIMINAL,(FILING),","Building,M-F: 8:00AM - 5:00PM,Clerks,M-F: 8:00AM - 3:00PM",Contra Costa County Superior Court
865,Clayton,Spinetta Family Law Center,http://www.cc-courts.org/locations/spinetta.aspx,"751 Pine StreetMartinez, CA 94553",(925) 608-1000,"FAMILY,FAMILY,LAW,FACILITATORS,","Building,M-F: 8:00AM - 5:00PM,Clerks,M-F: 8:00AM - 3:00PM,Self-Help Assistance,M-F: Hours vary by type of assistance. For details see cc-courts.org/self-help/welcome.aspx.",Contra Costa County Superior Court
866,Clayton,A. F. Bray Courthouse,http://www.cc-courts.org/locations/bray.aspx,"1020 Ward StreetMartinez, CA 94553",(925) 608-1000,"CRIMINAL,(CASES--NOT,FILING),JURY,CONTRA,COSTA,COUNTY,PUBLIC,LAW,LIBRARY,","Building,M-F: 8:00AM - 5:00PM",Contra Costa County Superior Court
867,Clayton,"Richmond Superior Court, George D. Carroll Courthouse",http://www.cc-courts.org/locations/rich.aspx,"100 – 37th StreetRichmond, CA 94805",(925) 608-1000,"UNLAWFUL,DETAINER,SMALL,CLAIMS,CRIMINAL,TRAFFIC,JURY,FAMILY,LAW,FACILITATORS,CONTRA,COSTA,COUNTY,PUBLIC,LAW,LIBRARY,","Building,M-F: 8:00AM - 5:00PM,Clerks,M-F: 8:00AM - 3:00PM; Traffic Window til 4:00PM,Self-Help Assistance,M, W, Thu: Hours vary by type of assistance. For details see cc-courts.org/self-help/welcome.aspx.",Contra Costa County Superior Court
868,Clayton,"Pittsburg Superior Court, Richard E. Arnason Justice Center",http://www.cc-courts.org/locations/pitt.aspx,"1000 Center DrivePittsburg, CA 94565",(925) 608-1000,"SMALL,CLAIMS,UNLAWFUL,DETAINER,CRIMINAL,TRAFFIC,JURY,FAMILY,LAW,FACILITATORS,","Building,M-F: 8:00AM - 5:00PM,Clerks,M-F: 8:00AM - 3:00PM; Traffic Window til 4:00PM,Self-Help Assistance,M-W: Hours vary by type of assistance. For details see cc-courts.org/self-help/welcome.aspx.",Contra Costa County Superior Court
869,Clayton,Walnut Creek Superior Court,http://www.cc-courts.org/locations/wc.aspx,"640 Ygnacio Valley RoadWalnut Creek, CA 94596",(925) 608-1000,"TRAFFIC,JUVENILE,","Building,M-F: 8:00AM - 5:00PM,Clerks,M-F: Juvenile 8:00AM - 3:00PM Traffic 8:00AM - 4:00PM",Contra Costa County Superior Court
870,Clayton,Court Records,http://www.cc-courts.org/locations/records.aspx,"1111 Ward St.Martinez, CA 94553",(925) 608-1000,"RECORDS,","Building,M-F: 8:00AM - 3:00PM,Clerks,M-F: 8:00AM - 3:00PM",Contra Costa County Superior Court
871,Clearlake,Lakeport Division,https://www.lake.courts.ca.gov/gi/lakeport.htm,"255 N. Forbes Street, 4th FloorLakeport, CA 95453",(707) 263-2374,"CRIMINAL,CIVIL,FAMILY,(EXCEPT,DCSS),PROBATE,JUVENILE,ADOPTIONS,","Building,M-F: 8:00AM - 4:00PM,Clerks,M-F: 8:00AM - 4:00PM",Lake County Superior Court
872,Clearlake,Clearlake Branch,https://www.lake.courts.ca.gov/gi/clearlake.htm,"7000 A South Center DriveClearlake, CA 95422",(707) 994-6598,"SMALL,CLAIMS,UNLAWFUL,DETAINER,TRAFFIC,DCSS,CHILD,SUPPORT,,","Building,M-F: 8:00AM - 4:00PM,Clerks,M-F: 8:00AM - 4:00PM,Self-Help Assistance,M-W: 8:30AM - 12:00PM, 1:00PM - 4:00PM",Lake County Superior Court
873,Clovis,Fresno Superior Courthouse Downtown Location,http://www.fresno.courts.ca.gov/courthouses/#1,"1100 Van Ness AvenueFresno, CA 93724",(559) 457-2000,"CRIMINAL,DOMESTIC,VIOLENCE,DRUG,COURT,JUVENILE,DEPENDENCY,TRAFFIC,AND,TRIALS,","Building,M-F: 8:00AM - 5:00PM,Clerks,M-F: 8:00AM - 4:00PM",Fresno County Superior Court
874,Clovis,B. F. Sisk Courthouse,http://www.fresno.courts.ca.gov/courthouses/#20,"1130 O StreetFresno, CA 93721",(559) 457-2000,"ALTERNATIVE,DISPUTE,RESOLUTION,CIVIL,(LIMITED/UNLIMITED),CONSERVATORSHIP,FAMILY,COURT,SERVICES,FAMILY,LAW,FAMILY,LAW,FACILITATOR'S,OFFICE,GUARDIANSHIP,PROBATE,RESTRAINING,ORDERS,SELF-HELP,CENTER,(FAMILY,SUPPORT,OR,FAMILY,LAW,CASE),SMALL,CLAIMS,AND,UNLAWFUL,DETAINER,","Building,M-F: 8:00AM - 5:00PM,Clerks,M-Thu: 8:00AM - 3:00PM,F: 8:00AM - 12:00PM,Self-Help Assistance,M, Tu, Thu, F: 8:00AM - 4:00PM,W: Closed",Fresno County Superior Court
875,Clovis,"""M"" Street Courthouse",http://www.fresno.courts.ca.gov/courthouses/#19,"2317 Tuolumne StreetFresno, CA 93721",(559) 457-1700,"CRIMINAL,TRAFFIC,","Building,M-F: 8:00AM - 5:00PM,Clerks,M-F: 8:00AM - 4:00PM",Fresno County Superior Court
876,Clovis,ACTION Center (After Criminal Traffic Infraction One-Stop Network),http://www.fresno.courts.ca.gov/courthouses/#2,1100 Van Ness Avenue(B1-Level),Get Directions,"CRIMINAL,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:00AM - 4:30PM",Fresno County Superior Court
877,Clovis,Archives Facility,http://www.fresno.courts.ca.gov/courthouses/#3,"1963 ""E"" StreetFresno, CA 93706",(559) 457-4903,"OLDER,CASE,FILES,AND,RECORDS,","Building,M-Thu: 8:00AM - 3:00PM,F: 8:00AM - 12:00PM",Fresno County Superior Court
878,Clovis,Criminal Courts Departments 95 & 96,http://www.fresno.courts.ca.gov/courthouses/#21,"1265 M StreetFresno, CA 93721",(559) 457-2000,"CRIMINAL,DOMESTIC,VIOLENCE,","Building,M-F: 8:00AM - 4:00PM,Clerks,M-F: 8:00AM - 4:00PM",Fresno County Superior Court
879,Clovis,Juvenile Delinquency Court,http://www.fresno.courts.ca.gov/courthouses/#4,"3333 East American Avenue, Suite A,Fresno, CA 93725",(559) 457-4810,"JUVENILE,MISDEMEANOR,CRIMINAL,JUVENILE,FELONY,CRIMINAL,JUVENILE,DRUG,COURT,JUVENILE,TRAFFIC,SCHOOL,ATTENDANCE,REVIEW,BOARD,","Building,M-F: 8:00AM - 4:00PM,Clerks,M-F: 8:00AM - 4:00PM",Fresno County Superior Court
880,Coachella,Banning Justice Center,https://www.riverside.courts.ca.gov/bldgs/banning.shtml,"311 E. Ramsey StreetBanning, CA 92220",(951) 572-5408,"CIVIL,ASSISTANCE,CRIMINAL,TRAFFIC,SMALL,CLAIMS,","Building,M-F: 7:30AM - 4:00PM,Clerks,M-F: 7:30AM - 4:00PM,Self-Help Assistance,M-F: 7:30AM - 4:00PM",Riverside County Superior Court
881,Coachella,Blythe Courthouse,https://www.riverside.courts.ca.gov/bldgs/blythe.shtml,"265 N. BroadwayBlythe, CA 92225",(760) 775-8500,"CIVIL,CRIMINAL,TRAFFIC,SMALL,CLAIMS,FAMILY,LAW,","Building,Tu, Thu, F: 7:30AM - 4:00PM,Clerks,Tu, Thu, F: 7:30AM - 4:00PM,Self-Help Assistance,M-F: 7:30AM - 4:00PM",Riverside County Superior Court
882,Coachella,Corona Courthouse,https://www.riverside.courts.ca.gov/bldgs/corona.shtml,"505 S. Buena Vista Rm. 201Corona, CA 92882",(951) 777-3147,"CIVIL,TRAFFIC,","Building,M-F: 7:30AM - 4:00PM,Clerks,M-F: 7:30AM - 4:00PM,Self-Help Assistance,M-F: 7:30AM - 4:00PM",Riverside County Superior Court
883,Coachella,Hemet Courthouse,https://www.riverside.courts.ca.gov/bldgs/hemet.shtml,"880 N. State StreetHemet, CA 92543",(951) 306-3561,"CIVIL,FAMILY,LAW,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 7:30AM - 4:00PM,Clerks,M-F: 7:30AM - 4:00PM,Self-Help Assistance,M-F: 7:30AM - 4:00PM",Riverside County Superior Court
884,Coachella,Indio Juvenile,https://www.riverside.courts.ca.gov/bldgs/indiojuv.shtml,"47-671 Oasis StreetIndio, CA 92201",(760)393-2617,"JUVENILE,","Building,M-F: 7:30AM - 4:00PM,Clerks,M-F: 7:30AM - 4:00PM",Riverside County Superior Court
885,Coachella,Larson Justice Center,https://www.riverside.courts.ca.gov/bldgs/larson.shtml,"46-200 Oasis StreetIndio, CA 92201",(760)393-2617,"FAMILY,LAW,CRIMINAL,TRAFFIC,","Building,M-F: 7:30AM - 4:00PM,Clerks,M-F: 7:30AM - 4:00PM,Self-Help Assistance,M-F: 7:30AM - 4:00PM",Riverside County Superior Court
886,Coachella,Moreno Valley Courthouse,https://www.riverside.courts.ca.gov/bldgs/moval.shtml,"13800 Heacock Street, Bldg. D #201Moreno Valley, CA 92553",(951)777-3147,"CIVIL,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 7:30AM - 4:00PM,Clerks,M-F: 7:30AM - 4:00PM",Riverside County Superior Court
887,Coachella,Southwest Justice Center,https://www.riverside.courts.ca.gov/bldgs/swjc.shtml,"30755-D Auld RoadMurrieta, CA 92563",(951)704-7634,"CRIMINAL,TRAFFIC,CIVIL,SMALL,CLAIMS,","Building,M-F: 7:30AM - 4:00PM,Clerks,M-F: 7:30AM - 4:00PM,Self-Help Assistance,M-F: 7:30AM - 4:00PM",Riverside County Superior Court
888,Coachella,Southwest Juvenile Court,https://www.riverside.courts.ca.gov/bldgs/SouthwestJuvenileCourt.shtml,"30755-G Auld RoadMurrieta, CA 92563",(951)704-7634,"JUVENILE,","Building,M-F: 7:30AM - 4:00PM,Clerks,M-F: 7:30AM - 4:00PM",Riverside County Superior Court
889,Coachella,Palm Springs Courthouse,https://www.riverside.courts.ca.gov/bldgs/palmsprings.shtml,"3255 E. Tahquitz Canyon WayPalm Springs, CA 92262",(760) 393-2617,"CIVIL,SMALL,CLAIMS,PROBATE,","Building,M-F: 7:30AM - 4:00PM,Clerks,M-F: 7:30AM - 4:00PM,Self-Help Assistance,M: 7:30AM - 4:00PM",Riverside County Superior Court
890,Coachella,Riverside Family Law Courthouse,https://www.riverside.courts.ca.gov/bldgs/rivfamlaw.shtml,"4175 Main StreetRiverside, CA 92501",(951) 777-3147,"FAMILY,LAW,","Building,M-F: 7:30AM - 4:00PM,Clerks,M-F: 7:30AM - 4:00PM,Self-Help Assistance,M-F: 7:30AM - 4:00PM",Riverside County Superior Court
891,Coachella,Riverside Hall of Justice,https://www.riverside.courts.ca.gov/bldgs/hoj.shtml,"4100 Main StreetRiverside, CA 92501",(951) 777-3147,"CRIMINAL,","Building,M-F: 7:30AM - 4:00PM,Clerks,M-F: 7:30AM - 4:00PM",Riverside County Superior Court
892,Coachella,Riverside Historic Courthouse,https://www.riverside.courts.ca.gov/bldgs/historic.shtml,"4050 Main StreetRiverside, CA 92501",(951) 777-3147,"CIVIL,PROBATE,","Building,M-F: 7:30AM - 4:00PM,Clerks,M-F: 7:30AM - 4:00PM",Riverside County Superior Court
893,Coachella,Riverside Juvenile Court,https://www.riverside.courts.ca.gov/bldgs/rivjuv.shtml,"9991 County Farm RoadRiverside, CA 92503",(951) 777-3147,"JUVENILE,","Building,M-F: 7:30AM - 4:00PM,Clerks,M-F: 7:30AM - 4:00PM",Riverside County Superior Court
894,Coachella,Temecula Courthouse,https://www.riverside.courts.ca.gov/bldgs/temecula.shtml,"41002 County Center Drive #100Temecula, CA 92591",(951) 704-7634,"PROBATE,","Building,M-F: 7:30AM - 4:00PM,Clerks,M-F: 7:30AM - 4:00PM,Self-Help Assistance,M-F: 7:30AM - 4:00PM",Riverside County Superior Court
895,Coachella,Riverside Self-Help Center,https://www.riverside.courts.ca.gov/SelfHelp/SelfHelpInfoCenters/self-help-info-centers.php,"3535 10th Street, 2nd floorRiverside, CA. 92501",,"CIVIL,FAMILY,LAW,SMALL,CLAIMS,PROBATE,","Building,M-F: 8:00AM - 4:00PM,Self-Help Assistance,M-F: 8:00AM - 4:00PM",Riverside County Superior Court
896,Coalinga,Fresno Superior Courthouse Downtown Location,http://www.fresno.courts.ca.gov/courthouses/#1,"1100 Van Ness AvenueFresno, CA 93724",(559) 457-2000,"CRIMINAL,DOMESTIC,VIOLENCE,DRUG,COURT,JUVENILE,DEPENDENCY,TRAFFIC,AND,TRIALS,","Building,M-F: 8:00AM - 5:00PM,Clerks,M-F: 8:00AM - 4:00PM",Fresno County Superior Court
897,Coalinga,B. F. Sisk Courthouse,http://www.fresno.courts.ca.gov/courthouses/#20,"1130 O StreetFresno, CA 93721",(559) 457-2000,"ALTERNATIVE,DISPUTE,RESOLUTION,CIVIL,(LIMITED/UNLIMITED),CONSERVATORSHIP,FAMILY,COURT,SERVICES,FAMILY,LAW,FAMILY,LAW,FACILITATOR'S,OFFICE,GUARDIANSHIP,PROBATE,RESTRAINING,ORDERS,SELF-HELP,CENTER,(FAMILY,SUPPORT,OR,FAMILY,LAW,CASE),SMALL,CLAIMS,AND,UNLAWFUL,DETAINER,","Building,M-F: 8:00AM - 5:00PM,Clerks,M-Thu: 8:00AM - 3:00PM,F: 8:00AM - 12:00PM,Self-Help Assistance,M, Tu, Thu, F: 8:00AM - 4:00PM,W: Closed",Fresno County Superior Court
898,Coalinga,"""M"" Street Courthouse",http://www.fresno.courts.ca.gov/courthouses/#19,"2317 Tuolumne StreetFresno, CA 93721",(559) 457-1700,"CRIMINAL,TRAFFIC,","Building,M-F: 8:00AM - 5:00PM,Clerks,M-F: 8:00AM - 4:00PM",Fresno County Superior Court
899,Coalinga,ACTION Center (After Criminal Traffic Infraction One-Stop Network),http://www.fresno.courts.ca.gov/courthouses/#2,1100 Van Ness Avenue(B1-Level),Get Directions,"CRIMINAL,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:00AM - 4:30PM",Fresno County Superior Court
900,Coalinga,Archives Facility,http://www.fresno.courts.ca.gov/courthouses/#3,"1963 ""E"" StreetFresno, CA 93706",(559) 457-4903,"OLDER,CASE,FILES,AND,RECORDS,","Building,M-Thu: 8:00AM - 3:00PM,F: 8:00AM - 12:00PM",Fresno County Superior Court
901,Coalinga,Criminal Courts Departments 95 & 96,http://www.fresno.courts.ca.gov/courthouses/#21,"1265 M StreetFresno, CA 93721",(559) 457-2000,"CRIMINAL,DOMESTIC,VIOLENCE,","Building,M-F: 8:00AM - 4:00PM,Clerks,M-F: 8:00AM - 4:00PM",Fresno County Superior Court
902,Coalinga,Juvenile Delinquency Court,http://www.fresno.courts.ca.gov/courthouses/#4,"3333 East American Avenue, Suite A,Fresno, CA 93725",(559) 457-4810,"JUVENILE,MISDEMEANOR,CRIMINAL,JUVENILE,FELONY,CRIMINAL,JUVENILE,DRUG,COURT,JUVENILE,TRAFFIC,SCHOOL,ATTENDANCE,REVIEW,BOARD,","Building,M-F: 8:00AM - 4:00PM,Clerks,M-F: 8:00AM - 4:00PM",Fresno County Superior Court
903,Colfax,Hon. Howard G. Gibson Courthouse,http://www.placer.courts.ca.gov/general-contact-us.shtml,"10820 Justice Center DriveRoseville, CA 95678",,"ALL,(EXCEPT,JUVENILE),","Building,M-F: 8:00AM - 4:00PM,Clerks,M-F: 8:00AM - 3:00PM,Self-Help Assistance,M, Tu, Thu, F: 8:00AM - 12:00PM,W: 8:00AM - 3:00PM",Placer County Superior Court
904,Colfax,Historic Courthouse,http://www.placer.courts.ca.gov/general-contact-us.shtml,"101 Maple StreetAuburn, CA 95603",,"ALL,(EXCEPT,JUVENILE),","Building,M-F: 8:00AM - 4:00PM,Clerks,M-F: 8:00AM - 12:00PM",Placer County Superior Court
905,Colfax,Juvenile Courthouse,http://www.placer.courts.ca.gov/general-contact-us.shtml,"11270 B AvenueAuburn, CA 95603",,"JUVENILE,","Building,M-F: 8:00AM - 4:00PM,Clerks,M-F: 8:00AM - 12:00PM, 1:00PM - 3:00PM",Placer County Superior Court
906,Colfax,Tahoe Courthouse,http://www.placer.courts.ca.gov/general-contact-us.shtml,"2501 N. Lake Blvd.Tahoe City, CA 96145",,"ALL,(EXCEPT,JUVENILE),","Building,M-F: 8:00AM - 4:00PM,Clerks,M-F: 8:00AM - 3:00PM",Placer County Superior Court
907,Colfax,Department 20 (at the Bill Santucci Justice Center),http://www.placer.courts.ca.gov/general-contact-us.shtml,"11801 Go for Broke RoadRoseville, CA 95678",,"CRIMINAL,","Building,M-F: 8:00AM - 4:00PM",Placer County Superior Court
908,Colusa,Main Courthouse,http://www.colusa.courts.ca.gov/dept1.asp,"547 Market StColusa, CA 95932",(530) 458-5149,"ALL,","Building,M-F: 8:30AM - 5:00PM",Colusa County Superior Court
909,Colusa,Self-Help Center,http://www.colusa.courts.ca.gov/self_help.asp,"547 Market St (small building next to the Main Courthouse)Colusa, CA 95932",(530) 458-0598,"SELF,HELP,","Building,M-W: 8:30AM - 5:00PM,Self-Help Assistance,M-W: 8:30AM - 4:30PM",Colusa County Superior Court
910,Colusa,Courthouse Annex,http://www.colusa.courts.ca.gov/dept2.asp,"532 Oak StColusa, CA 95932",(530) 458-5149,"ALL,FILING,","Building,M-F: 8:30AM - 5:00PM,Clerks,M-F: 8:30AM - 5:00PM",Colusa County Superior Court
911,Compton,Airport Courthouse,http://www.lacourt.org/courthouse/info/lax,"11701 S. La CienegaLos Angeles, CA 90045",(310) 725-3000,"CRIMINAL,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM",Los Angeles County Superior Court
912,Compton,Alfred J. McCourtney Juvenile Justice Center,http://www.lacourt.org/courthouse/info/lan,"1040 W. Avenue JLancaster, CA 93534",(661) 483-5924,"JUVENILE,","Building,M-F: 8:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM",Los Angeles County Superior Court
913,Compton,Alhambra Courthouse,http://www.lacourt.org/courthouse/info/alh,"150 West CommonwealthAlhambra, CA 91801",(626) 293-2100,"CRIMINAL,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM",Los Angeles County Superior Court
914,Compton,Bellflower Courthouse,http://www.lacourt.org/courthouse/info/lc,"10025 East Flower StreetBellflower, CA 90706",(562) 345-3300,"CRIMINAL,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM",Los Angeles County Superior Court
915,Compton,Beverly Hills Courthouse,http://www.lacourt.org/courthouse/info/bh,"9355 Burton WayBeverly Hills, CA 90210",(310) 281-2400,"TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM",Los Angeles County Superior Court
916,Compton,Burbank Courthouse,http://www.lacourt.org/courthouse/info/bur,"300 East OliveBurbank, CA 91502",(818) 260-8400,"CIVIL,CRIMINAL,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM",Los Angeles County Superior Court
917,Compton,Catalina Courthouse,http://www.lacourt.org/courthouse/info/cat,"215 Sumner AvenueAvalon, CA 90704",(562) 256-3100,"CRIMINAL,","Building,F: 8:30AM - 1:00PM",Los Angeles County Superior Court
918,Compton,Central Arraignment Courthouse,http://www.lacourt.org/courthouse/info/cac,"429 Bauchet St.Los Angeles, CA 90012",(213) 617-5699,"CRIMINAL,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM",Los Angeles County Superior Court
919,Compton,Central Civil West Courthouse,http://www.lacourt.org/courthouse/info/ccw,"600 South Commonwealth Ave.Los Angeles, CA 90005",(213) 351-7598,"FAMILY,LAW,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM",Los Angeles County Superior Court
920,Compton,Chatsworth Courthouse,http://www.lacourt.org/courthouse/info/cha,"9425 Penfield Ave.Chatsworth, CA 91311",(818) 407-2200,"CIVIL,FAMILY,LAW,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:30AM - 12:30PM, 1:30PM - 4:30PM,F: 8:30AM - 12:30PM",Los Angeles County Superior Court
921,Compton,Clara Shortridge Foltz Criminal Justice Center,http://www.lacourt.org/courthouse/info/ccb,"210 West Temple StreetLos Angeles, CA 90012",(213) 628-7900,"CRIMINAL,","Building,M-F: 7:00AM - 5:00PM,Clerks,M-F: 8:30AM - 4:30PM",Los Angeles County Superior Court
922,Compton,Compton Courthouse,http://www.lacourt.org/courthouse/info/com,"200 West Compton Blvd.Compton, CA 90220",(310) 761-4300,"CIVIL,CRIMINAL,FAMILY,LAW,JUVENILE,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 9:00AM - 12:30PM, 1:30PM - 5PM,F: 9:00AM - 12:30PM",Los Angeles County Superior Court
923,Compton,Downey Courthouse,http://www.lacourt.org/courthouse/info/dow,"7500 East Imperial HighwayDowney, CA 90242",(562) 658-0500,"CRIMINAL,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM",Los Angeles County Superior Court
924,Compton,East Los Angeles Courthouse,http://www.lacourt.org/courthouse/info/ela,"4848 E. Civic Center WayLos Angeles, CA 90022",(323) 881-5800,"CRIMINAL,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM",Los Angeles County Superior Court
925,Compton,Eastlake Juvenile Court,http://www.lacourt.org/courthouse/info/elj,"1601 Eastlake AvenueLos Angeles, CA 90033",(323) 227-4399,"JUVENILE,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM",Los Angeles County Superior Court
926,Compton,Edmund D. Edelman Children's Court,http://www.lacourt.org/courthouse/info/ccj,"201 Centre Plaza DriveMonterey Park, CA 91754",(323) 307-8000,"JUVENILE,","Building,M-F: 7:30AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM",Los Angeles County Superior Court
927,Compton,El Monte Courthouse,http://www.lacourt.org/courthouse/info/elm,"11234 East Valley Blvd.El Monte, CA 91731",(626) 401-2200,"CRIMINAL,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM",Los Angeles County Superior Court
928,Compton,Glendale Courthouse,http://www.lacourt.org/courthouse/info/gln,"600 East BroadwayGlendale, CA 91206",(818) 265-6400,"CIVIL,CRIMINAL,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM",Los Angeles County Superior Court
929,Compton,Governor George Deukmejian Courthouse,http://www.lacourt.org/courthouse/info/lb,"275 MagnoliaLong Beach, CA 90802",(562) 256-3100,"CIVIL,CRIMINAL,FAMILY,LAW,JUVENILE,SMALL,CLAIMS,TRAFFIC,","Building,M-F: 8:00AM - 4:30PM,Clerks,M-F: 8:30AM - 4:30PM,Self-Help Assistance,M-Thu: 8:30AM - 12:30PM, 1:30PM - 4:30PM,F: 8:30AM - 12:30PM",Los Angeles County Superior Court
