,Name,Address,Phone,Website,Opening hours,Rating
74,WilmerHale,"60 State St, Boston, MA 02109, USA",+1 617-526-6000,,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.2
75,"The Law Offices of Marian P. Abraham, P.C.","577 Tremont St, Boston, MA 02118, USA",+1 617-351-2866,http://www.mabrahamlaw.com/,"['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
76,"The Law Offices of Marian P. Abraham, P.C.","577 Tremont St, Boston, MA 02118, USA",+1 617-351-2866,http://www.mabrahamlaw.com/,"['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
77,Fitch Law Partners LLP,"1 Beacon St, Boston, MA 02108, USA",+1 617-542-5542,https://www.fitchlp.com/?utm_source=GMB&utm_medium=organic&utm_campaign=Boston,"['Monday: 8:30 AM – 5:30 PM', 'Tuesday: 8:30 AM – 5:30 PM', 'Wednesday: 8:30 AM – 5:30 PM', 'Thursday: 8:30 AM – 5:30 PM', 'Friday: 8:30 AM – 5:30 PM', 'Saturday: Closed', 'Sunday: Closed']",4.7
78,Fitch Law Partners LLP,"1 Beacon St, Boston, MA 02108, USA",+1 617-542-5542,https://www.fitchlp.com/?utm_source=GMB&utm_medium=organic&utm_campaign=Boston,"['Monday: 8:30 AM – 5:30 PM', 'Tuesday: 8:30 AM – 5:30 PM', 'Wednesday: 8:30 AM – 5:30 PM', 'Thursday: 8:30 AM – 5:30 PM', 'Friday: 8:30 AM – 5:30 PM', 'Saturday: Closed', 'Sunday: Closed']",4.7
79,Yannetti Criminal Defense Law Firm,"16 Front St #203, Salem, MA 01970, USA",+1 978-498-4029,https://www.davidyannetti.com/Salem/,"['Monday: 7:00 AM – 11:00 PM', 'Tuesday: 7:00 AM – 11:00 PM', 'Wednesday: 7:00 AM – 11:00 PM', 'Thursday: 7:00 AM – 11:00 PM', 'Friday: 7:00 AM – 11:00 PM', 'Saturday: 7:00 AM – 11:00 PM', 'Sunday: 7:00 AM – 11:00 PM']",5.0
80,Valas & Associates,"250 Summer St, Boston, MA 02210, USA",+1 617-399-2200,http://www.franchiseelaw.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",1.0
81,Boston Dog Lawyers,"100 Cummings Center, Beverly, MA 01915, USA",+1 844-364-2889,http://www.bostondoglawyers.com/,"['Monday: 8:30 AM – 7:30 PM', 'Tuesday: 8:30 AM – 7:30 PM', 'Wednesday: 8:30 AM – 7:30 PM', 'Thursday: 8:30 AM – 7:30 PM', 'Friday: 8:30 AM – 7:00 PM', 'Saturday: 12:00 – 4:00 PM', 'Sunday: 12:00 – 4:00 PM']",4.8
82,"DiBella Law Offices, P.C.","100 Cambridge St 14th floor, Boston, MA 02114, USA",+1 617-870-0907,https://www.dibellalawoffice.com/?utm_source=gmb&utm_medium=organic&utm_campaign=boston&utm_content=website,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
83,Curley Law Firm LLP,"1 Common St, Wakefield, MA 01880, USA",+1 866-406-8582,http://www.curleylawfirm.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
84,Blake Law,"45 School St, Boston, MA 02108, USA",+1 617-723-3224,http://www.blakelaw.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
85,Blake Law,"45 School St, Boston, MA 02108, USA",+1 617-723-3224,http://www.blakelaw.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
86,Bold Patents Boston Law Firm,"60 State St #700, Boston, MA 02109, USA",+1 617-553-6312,https://www.boldip.com/locations/patent-attorneys-boston/,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",5.0
87,Bold Patents Boston Law Firm,"60 State St #700, Boston, MA 02109, USA",+1 617-553-6312,https://www.boldip.com/locations/patent-attorneys-boston/,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",5.0
88,The Law Offices of Sonja B. Selami,"1840 Massachusetts Ave Second Floor, Lexington, MA 02421, USA",+1 508-424-0600,http://selamilaw.com/,"['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.0
89,Ellis Law Offices LLP,"33 Pleasant St #2, Worcester, MA 01609, USA",+1 508-757-7451,https://www.ellislawoffices.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.2
90,Ellis Law Offices LLP,"33 Pleasant St #2, Worcester, MA 01609, USA",+1 508-757-7451,https://www.ellislawoffices.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.2
91,"Percy Law Group, PC","4 Court St, Taunton, MA 02780, USA",+1 508-718-2545,https://www.percylawgroup.com/?utm_source=GMB&utm_medium=organic&utm_campaign=taunton,"['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
92,"Percy Law Group, PC","4 Court St, Taunton, MA 02780, USA",+1 508-718-2545,https://www.percylawgroup.com/?utm_source=GMB&utm_medium=organic&utm_campaign=taunton,"['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
93,"Percy Law Group, PC","4 Court St, Taunton, MA 02780, USA",+1 508-718-2545,https://www.percylawgroup.com/?utm_source=GMB&utm_medium=organic&utm_campaign=taunton,"['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
94,"Percy Law Group, PC","4 Court St, Taunton, MA 02780, USA",+1 508-718-2545,https://www.percylawgroup.com/?utm_source=GMB&utm_medium=organic&utm_campaign=taunton,"['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
95,Law Offices of Lisa A. Ruggieri,"27 Mica Ln #101, Wellesley, MA 02481, USA",+1 781-239-8984,http://www.lisaruggieri.com/,"['Monday: 9:00 AM – 7:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.7
96,Law Offices of Lisa A. Ruggieri,"27 Mica Ln #101, Wellesley, MA 02481, USA",+1 781-239-8984,http://www.lisaruggieri.com/,"['Monday: 9:00 AM – 7:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.7
97,Law Offices of Mark E. Salomone,"175 State St #200, Springfield, MA 01103, USA",+1 413-737-7783,https://www.marksalomone.com/springfield,"['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.6
98,Law Offices of Mark E. Salomone,"175 State St #200, Springfield, MA 01103, USA",+1 413-737-7783,https://www.marksalomone.com/springfield,"['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.6
99,Law Offices of Mark E. Salomone,"175 State St #200, Springfield, MA 01103, USA",+1 413-737-7783,https://www.marksalomone.com/springfield,"['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.6
100,"Morgan, Lewis & Bockius LLP","1 Federal St, Boston, MA 02110, USA",+1 617-951-8000,https://www.morganlewis.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",3.9
101,Harmon Law Offices P.C.,"150 California St, Newton, MA 02458, USA",+1 617-558-0500,http://www.harmonlawoffices.com/,"['Monday: 8:00 AM – 5:30 PM', 'Tuesday: 8:00 AM – 5:30 PM', 'Wednesday: 8:00 AM – 5:30 PM', 'Thursday: 8:00 AM – 5:30 PM', 'Friday: 8:00 AM – 5:30 PM', 'Saturday: Closed', 'Sunday: Closed']",3.6
102,Morgan & Morgan,"12 Ericsson St Suite 2F, Boston, MA 02122, USA",+1 857-214-2148,https://www.forthepeople.com/boston/,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",4.5
103,McCarthy Law Offices,"15 Seaview Ave, East Boston, MA 02128, USA",+1 617-567-0170,http://www.mccarthylaweb.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.3
104,Serpa Law Office | Criminal Defense & DUI,"20 Park Plaza #400a, Boston, MA 02116, USA",+1 617-936-0201,https://serpalaw.com/,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",5.0
105,"Boz Law Offices, LLC","185 Devonshire St Suite 302, Boston, MA 02110, USA",+1 617-785-0010,http://www.boz-law.com/,"['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 8:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
106,"Boz Law Offices, LLC","185 Devonshire St Suite 302, Boston, MA 02110, USA",+1 617-785-0010,http://www.boz-law.com/,"['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 8:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
107,"Boz Law Offices, LLC","185 Devonshire St Suite 302, Boston, MA 02110, USA",+1 617-785-0010,http://www.boz-law.com/,"['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 8:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
108,K&L Gates LLP,"1 Lincoln St, Boston, MA 02111, USA",+1 617-261-3100,http://www.klgates.com/,None,5.0
109,Marcus Errico Emmer Brooks PC,"45 Braintree Hill Park #107, Braintree, MA 02184, USA",+1 781-843-5000,http://www.meeb.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.4
110,Locke Lord,"111 Huntington Ave, Boston, MA 02199, USA",+1 617-239-0100,https://www.lockelord.com/thefirm/offices/boston,None,5.0
111,Locke Lord,"111 Huntington Ave, Boston, MA 02199, USA",+1 617-239-0100,https://www.lockelord.com/thefirm/offices/boston,None,5.0
112,Locke Lord,"111 Huntington Ave, Boston, MA 02199, USA",+1 617-239-0100,https://www.lockelord.com/thefirm/offices/boston,None,5.0
113,"Law Office Of Frank Fernandez, Esq.","185 Devonshire St Suite 302, Boston, MA 02110, USA",+1 617-393-0250,https://www.thefernandezfirm.com/,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",4.7
114,Harry J Vlachos Law Offices,"48 Weston St # 4, Waltham, MA 02453, USA",+1 781-899-9805,,None,
115,Harry J Vlachos Law Offices,"48 Weston St # 4, Waltham, MA 02453, USA",+1 781-899-9805,,None,
116,Harry J Vlachos Law Offices,"48 Weston St # 4, Waltham, MA 02453, USA",+1 781-899-9805,,None,
117,"Savitz Law Offices, P.C.","6 Beacon St #900, Boston, MA 02108, USA",+1 617-723-7111,http://www.immigrationoptions.com/,"['Monday: 9:00 AM – 8:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
118,"Savitz Law Offices, P.C.","6 Beacon St #900, Boston, MA 02108, USA",+1 617-723-7111,http://www.immigrationoptions.com/,"['Monday: 9:00 AM – 8:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
119,"Savitz Law Offices, P.C.","6 Beacon St #900, Boston, MA 02108, USA",+1 617-723-7111,http://www.immigrationoptions.com/,"['Monday: 9:00 AM – 8:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
120,Pierce Atwood LLP,"100 Summer St Suite 2250, Boston, MA 02110, USA",+1 617-488-8100,http://www.pierceatwood.com/boston-ma?utm_source=GMBlisting&utm_medium=organic,None,3.0
121,"The McCormack Firm, LLC","1 International Pl 7th floor, Boston, MA 02110, USA",+1 617-951-2929,http://www.mccormackfirm.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
122,Carney Law Firm,"375 Gorham St, Lowell, MA 01852, USA",+1 978-703-8303,http://www.carnlaw.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
123,Harrington Law Offices,"171 Milk St #24, Boston, MA 02109, USA",+1 617-482-3800,https://www.bostonimmigration.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
124,Harrington Law Offices,"171 Milk St #24, Boston, MA 02109, USA",+1 617-482-3800,https://www.bostonimmigration.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
125,"The Employee Rights Group, LLC","185 Devonshire St Suite 200, Boston, MA 02110, USA",+1 774-847-7390,https://www.maemployeerights.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.3
126,Law Offices of Alan M. Cohen LLC,"550 Worcester Rd, Framingham, MA 01702, USA",+1 508-251-8034,http://www.collections-law.com/?utm_source=GMB&utm_medium=organic&utm_campaign=1SEO_SM_GMB,"['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 8:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.8
127,The Law Offices of Joseph P Foley,"98 N Washington St #104, Boston, MA 02114, USA",+1 857-265-2931,http://bankruptcy-lawyer-bostonma.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",3.6
128,"Maged & Rost, PC, Immigration Law Group","92 State St 7th floor, Boston, MA 02109, USA",+1 617-720-5577,http://www.immigrantconnect.com/,"['Monday: 10:00 AM – 6:00 PM', 'Tuesday: 10:00 AM – 6:00 PM', 'Wednesday: 10:00 AM – 6:00 PM', 'Thursday: 10:00 AM – 6:00 PM', 'Friday: 10:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
129,"Maged & Rost, PC, Immigration Law Group","92 State St 7th floor, Boston, MA 02109, USA",+1 617-720-5577,http://www.immigrantconnect.com/,"['Monday: 10:00 AM – 6:00 PM', 'Tuesday: 10:00 AM – 6:00 PM', 'Wednesday: 10:00 AM – 6:00 PM', 'Thursday: 10:00 AM – 6:00 PM', 'Friday: 10:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
130,"Maged & Rost, PC, Immigration Law Group","92 State St 7th floor, Boston, MA 02109, USA",+1 617-720-5577,http://www.immigrantconnect.com/,"['Monday: 10:00 AM – 6:00 PM', 'Tuesday: 10:00 AM – 6:00 PM', 'Wednesday: 10:00 AM – 6:00 PM', 'Thursday: 10:00 AM – 6:00 PM', 'Friday: 10:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
131,Law Offices of Mark E. Salomone,"2 Oliver St #608, Boston, MA 02109, USA",+1 857-444-6468,https://www.marksalomone.com/boston,"['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
132,Law Offices of Mark E. Salomone,"2 Oliver St #608, Boston, MA 02109, USA",+1 857-444-6468,https://www.marksalomone.com/boston,"['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
133,Law Offices of Mark E. Salomone,"2 Oliver St #608, Boston, MA 02109, USA",+1 857-444-6468,https://www.marksalomone.com/boston,"['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
134,Millette Law LLC,"1666 Massachusetts Ave # 203, Lexington, MA 02420, USA",+1 781-372-1070,,None,
135,Law Office of Nicholas F. Ortiz. P.C.,"#304, Keystone Building, High St, Boston, MA 02110, USA",+1 617-338-9400,http://www.masswagelaw.com/,"['Monday: 9:00 AM – 5:30 PM', 'Tuesday: 9:00 AM – 5:30 PM', 'Wednesday: 9:00 AM – 5:30 PM', 'Thursday: 9:00 AM – 5:30 PM', 'Friday: 9:00 AM – 5:30 PM', 'Saturday: Closed', 'Sunday: Closed']",4.7
136,Massachusetts Law Office Management Assistance Program,"31 Milk St #810, Boston, MA 02109, USA",+1 857-383-3250,http://www.masslomap.org/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
137,Brown Rudnick LLP,"1 Financial Ctr, Boston, MA 02111, USA",+1 617-856-8200,http://www.brownrudnick.com/,"['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 8:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.5
138,"Adler, Cohen, Harvey, Wakeman and Guekguezian, L.L.P.","75 Federal St, Boston, MA 02110, USA",+1 617-423-6674,http://www.adlercohen.com/,"['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
139,"Adler, Cohen, Harvey, Wakeman and Guekguezian, L.L.P.","75 Federal St, Boston, MA 02110, USA",+1 617-423-6674,http://www.adlercohen.com/,"['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
140,"KJC Law Firm, LLC","1 Exchange St, Worcester, MA 01608, USA",+1 617-720-8447,http://www.kjclawfirm.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
141,Raymond Law Group LLC,"One Boston Place 26th Floor, Boston, MA 02108, USA",+1 617-314-6462,http://www.raymondlawgroup.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
142,"Goldberg & Oriel, Attorneys At Law","199 Wells Ave #209, Newton, MA 02459, USA",+1 617-969-1111,https://www.golawoffices.com/,"['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 8:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']",2.3
143,"Wolf, Greenfield & Sacks, P.C.","600 Atlantic Ave, Boston, MA 02210, USA",+1 617-646-8000,https://www.wolfgreenfield.com/,None,4.5
144,Dechert LLP,"100 Oliver St, Boston, MA 02110, USA",+1 617-728-7100,https://www.dechert.com/locations/offices/boston.html,"['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 8:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.1
145,Arrowood LLP,"10 Post Office Square, Boston, MA 02109, USA",+1 617-849-6200,http://www.arrowoodllp.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
146,Arrowood LLP,"10 Post Office Square, Boston, MA 02109, USA",+1 617-849-6200,http://www.arrowoodllp.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
