,Name,Address,Phone,Website,Opening hours,Rating
61,Puri Dentistry,"140 N A St, Oxnard, CA 93030, USA",+1 805-483-9537,http://www.puridentistry.com/,"['Monday: 9:00 AM – 7:00 PM', 'Tuesday: 9:00 AM – 7:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 7:00 PM', 'Friday: 9:00 AM – 6:00 PM', 'Saturday: 8:00 AM – 2:00 PM', 'Sunday: Closed']",4.9
62,Brentwood Family Dental,"4411 Balfour Rd suite c, Brentwood, CA 94513, USA",+1 925-344-5296,http://www.yourdentistisyourartist.com/,"['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",4.8
63,Dentists of Fontana,"16944 S Highland Ave Ste 400, Fontana, CA 92336, USA",+1 909-275-7179,https://www.dentistsoffontana.com/?sc_cid=google:o:gmb,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 10:00 AM – 7:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 8:00 AM – 4:00 PM', 'Saturday: 8:00 AM – 3:00 PM', 'Sunday: Closed']",5.0
64,Happy Teeth Dental,"469 N Fresno St, Fresno, CA 93701, USA",+1 559-443-7494,https://www.happyteethcv.com/,"['Monday: 10:00 AM – 6:00 PM', 'Tuesday: 10:00 AM – 6:00 PM', 'Wednesday: 10:00 AM – 6:00 PM', 'Thursday: Closed', 'Friday: 10:00 AM – 6:00 PM', 'Saturday: 9:00 AM – 1:00 PM', 'Sunday: Closed']",3.6
65,StarWhite Dental,"40250 Murrieta Hot Springs Rd #119, Murrieta, CA 92563, USA",+1 951-698-4426,https://www.starwhitedental.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.9
66,Access Dental,"Sacramento, CA 95820, USA",,https://www.accessdental.com/,None,
67,Western Dental & Orthodontics,"2045 W Briggsmore Ave, Modesto, CA 95350, USA",+1 209-241-5510,https://www.westerndental.com/en-us/find-a-location/california/modesto/2045-w-briggsmore-ave,"['Monday: 9:00 AM – 7:00 PM', 'Tuesday: 9:00 AM – 7:00 PM', 'Wednesday: 9:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 7:00 PM', 'Friday: 9:00 AM – 7:00 PM', 'Saturday: 8:00 AM – 4:30 PM', 'Sunday: Closed']",2.9
68,"Ronald L. Clark, DDS","727 Washington St, Red Bluff, CA 96080, USA",+1 530-527-4311,http://www.redbluffdental.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",5.0
69,Access dental,"1391 W 38th St, Los Angeles, CA 90062, USA",,https://www.accessdental.com/,None,1.0
70,Claremont Dental Institute,"601 E Foothill Blvd, Claremont, CA 91711, USA",+1 909-625-4101,https://www.claremontdentalinstitute.com/?utm_source=GMBlisting&utm_medium=organic,"['Monday: 8:00 AM – 7:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 7:00 AM – 3:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.8
71,St Anthony Family Dentistry,"1323 Manning Ave, Reedley, CA 93654, USA",+1 559-643-8448,,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 1:00 – 7:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",3.7
72,ABC Dental,"2544 S Mooney Blvd, Visalia, CA 93277, USA",+1 559-733-9797,http://www.abcdentalgroup.net/,"['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 8:00 AM – 2:00 PM', 'Saturday: Closed', 'Sunday: Closed']",3.4
73,"Richard Healy, DDS - Family Dentistry","2151 S College Dr Suite 201, Santa Maria, CA 93455, USA",+1 805-928-3928,http://drrhealy.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 7:00 AM – 1:00 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",5.0
74,Guillermo Donan DDS Fresno Dentist,"125 E Barstow Ave #101, Fresno, CA 93710, USA",+1 559-222-9923,http://www.smilesbydrdonan.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
75,Western University College of Dental Medicine,"795 E 2nd St, Pomona, CA 91766, USA",+1 909-706-3910,http://westernupcc.com/dental-center/,"['Monday: 8:30 AM – 4:30 PM', 'Tuesday: 8:30 AM – 4:30 PM', 'Wednesday: 8:30 AM – 4:30 PM', 'Thursday: 8:30 AM – 4:30 PM', 'Friday: 8:30 AM – 4:30 PM', 'Saturday: Closed', 'Sunday: Closed']",3.6
76,Family Dentistry,"Fresno, CA 93701, USA",+1 559-266-5585,,None,2.6
77,Magleby Ben DDS,"2127 Herndon Ave #103, Clovis, CA 93611, USA",+1 559-900-4009,http://www.drbenfamilydentist.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 12:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.9
78,"Dr. Warren Eakle, DDS","707 Parnassus Ave, San Francisco, CA 94143, USA",+1 415-476-1891,http://dentistry.ucsf.edu/,None,
79,Dr. Savitha Siddappa,"355 E Avenida De Los Arboles ste a, Thousand Oaks, CA 91360, USA",+1 805-241-5353,http://www.prismdentalgroup.com/,"['Monday: 10:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 3:00 PM', 'Saturday: Closed', 'Sunday: Closed']",1.8
80,Family Dental Care,"4857 E Kings Canyon Rd, Fresno, CA 93727, USA",+1 559-251-7191,,"['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",4.0
81,Willow Dental Group,"6753 N Willow Ave, Fresno, CA 93710, USA",+1 559-434-1088,http://www.shawneandersondds.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.9
82,All Smiles Family & Children Dentistry,"4125 Ventura Ave, Fresno, CA 93702, USA",+1 559-477-4411,https://all-smiles-family-children-dentistry.business.site/,"['Monday: 8:00 AM – 7:00 PM', 'Tuesday: 8:00 AM – 7:00 PM', 'Wednesday: 8:00 AM – 7:00 PM', 'Thursday: 8:00 AM – 7:00 PM', 'Friday: 8:00 AM – 7:00 PM', 'Saturday: 8:00 AM – 5:00 PM', 'Sunday: Closed']",4.2
83,Reedley Family Dental,"929 West Manning Ave, Reedley, CA 93654, USA",+1 559-637-0123,https://www.reedleyfamilydental.com/,"['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 9:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']",3.5
84,Better Life Center for Implant and General Dentistry,"6535 N Palm Ave #102, Fresno, CA 93704, USA",+1 559-435-3200,http://www.betterlifedentistry.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",5.0
85,"Dr. Cristian I. Panoff, DDS","13669 E Manning Ave, Parlier, CA 93648, USA",+1 559-646-7506,,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: Closed', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",3.0
86,Western Dental Center: Froh John DDS,"2045 W Briggsmore Ave # E, Modesto, CA 95350, USA",+1 209-527-3000,https://www.westerndental.com/en-US/dentists/california/modesto/2045-w-briggsmore-ave/,None,1.0
87,Bullard Dental Plaza,"323 E Bullard Ave # 104, Fresno, CA 93710, USA",+1 559-439-9990,http://www.bullarddental.com/,"['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 9:00 AM – 2:00 PM', 'Saturday: Closed', 'Sunday: Closed']",3.5
88,Jack Ohanesian DDS,"4820 N First St Suite 101, Fresno, CA 93726, USA",+1 559-226-6681,http://www.fresno-dental.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 2:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
89,Del Mar Dental Center: Gill Damanjit S DDS,"1211 N Del Mar Ave, Fresno, CA 93728, USA",+1 559-497-8300,,None,
90,iTooth Dentistry,"7035 N Chestnut Ave #107, Fresno, CA 93720, USA",+1 559-298-3200,http://www.itoothfresno.com/,"['Monday: 8:30 AM – 5:30 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 2:00 PM', 'Friday: 8:00 AM – 2:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.8
91,Green Valley Dental,"5041 Business Center Dr #106, Fairfield, CA 94534, USA",+1 707-863-9950,http://www.greenvalleydental.com/,"['Monday: 7:00 AM – 7:00 PM', 'Tuesday: 7:00 AM – 7:00 PM', 'Wednesday: 7:00 AM – 7:00 PM', 'Thursday: 7:00 AM – 7:00 PM', 'Friday: 8:00 AM – 4:00 PM', 'Saturday: 8:00 AM – 3:00 PM', 'Sunday: Closed']",5.0
92,Family Dentistry Clovis,"401 Clovis Ave # 203, Clovis, CA 93612, USA",+1 559-299-9211,https://www.familydentistryclovis.com/,None,
93,Andrew B. Cheong DDS - Adelaide Family Dentistry,"620 E Adelaide Way, Dinuba, CA 93618, USA",+1 559-591-1557,http://www.dinubadentist.com/,"['Monday: 8:00 AM – 4:45 PM', 'Tuesday: 8:00 AM – 4:45 PM', 'Wednesday: 8:00 AM – 4:45 PM', 'Thursday: 8:00 AM – 4:45 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",5.0
94,"Sweet Dentistry: Daniel R. Sweet, DDS","1990 Shaw Ave, Clovis, CA 93611, USA",+1 559-298-2575,https://www.sweetdds.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 9:00 AM – 3:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.9
95,Bullard Dental Plaza: Pouresmail Manouchehr DDS,"323 E Bullard Ave # 104, Fresno, CA 93710, USA",+1 559-439-9990,https://www.bullarddental.com/,"['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 9:00 AM – 2:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
96,"Dentist Sanger - Dr. Harjit S. Mann, DDS","2514 Jensen Ave #101, Sanger, CA 93657, USA",+1 559-875-7980,https://www.drmanndentist.com/,"['Monday: 9:30 AM – 5:30 PM', 'Tuesday: Closed', 'Wednesday: 9:30 AM – 5:30 PM', 'Thursday: Closed', 'Friday: 9:30 AM – 5:30 PM', 'Saturday: Closed', 'Sunday: Closed']",3.3
97,Jason Rountree Family Dentistry,"1376 Smith St, Kingsburg, CA 93631, USA",+1 559-897-3322,http://jmrountreedds.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",4.8
98,"Selma Sunshine Dental: Mandeep Sandhu, DDS","2059 High St, Selma, CA 93662, USA",+1 559-254-8112,https://www.selmasunshinedental.com/?utm_source=gmb_auth,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.0
99,Selma Family Dental,"3410 McCall Ave # 102, Selma, CA 93662, USA",+1 559-896-5011,,None,
100,Paladin Dental,"2268, 2747 W Bullard Ave #103, Fresno, CA 93711, USA",+1 559-436-8288,https://paladindental.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 9:00 AM – 2:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.8
101,Tiu Dennis L DDS,"2827 Whitson St, Selma, CA 93662, USA",+1 559-891-0888,,None,4.0
102,Palmdale Children's Dental,"247 E Palmdale Blvd B, Palmdale, CA 93550, USA",+1 661-266-0300,https://www.palmdalechildrensdental.com/,"['Monday: 10:00 AM – 6:00 PM', 'Tuesday: 10:00 AM – 6:00 PM', 'Wednesday: 10:00 AM – 6:00 PM', 'Thursday: 10:00 AM – 6:00 PM', 'Friday: 10:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.5
103,Western Dental,"1229 N Main St, Salinas, CA 93906, USA",+1 831-998-9433,http://www.westerndental.com/,None,
104,UCLA School of Dentistry: Calhoun Colonya C DDS,"10833 Le Conte Ave, Los Angeles, CA 90095, USA",+1 310-825-7354,https://www.dentistry.ucla.edu/,None,
105,Smile Island Pediatric & Adult Dental Group,"6522 Lonetree Blvd, Rocklin, CA 95765, USA",+1 916-773-6565,http://www.smileislanddentalgroup.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 7:30 AM – 3:30 PM', 'Saturday: Closed', 'Sunday: Closed']",4.8
106,Friendly Smiles Dental Group,"201 N College Dr #102, Santa Maria, CA 93454, USA",+1 805-925-6939,http://friendlysmilesdental.com/,None,
107,Affordable Dentures & Implants,"Marketplace, 1054 Harter Pkwy Suite 5, Yuba City, CA 95993, USA",+1 530-314-8112,http://www.affordabledentures.com/office/yuba-city,"['Monday: 7:45 AM – 4:30 PM', 'Tuesday: 7:45 AM – 4:30 PM', 'Wednesday: 7:45 AM – 4:30 PM', 'Thursday: 7:45 AM – 4:30 PM', 'Friday: 7:45 AM – 4:30 PM', 'Saturday: Closed', 'Sunday: Closed']",4.2
108,Visalia Care Dental,"2136 N Dinuba Blvd #A, Visalia, CA 93291, USA",+1 559-975-1213,https://www.dentistofvisalia.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website,"['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.7
109,All About Smiles Dental,"7025 N Maple Ave # 101, Fresno, CA 93720, USA",+1 559-322-4689,http://allaboutsmilesdental.com/,"['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",4.0
110,Link Dental Center,"10826 Venice Blvd, Culver City, CA 90232, USA",+1 310-558-3384,https://linkdentalcenter.com/,"['Monday: Closed', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 10:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 11:00 AM – 6:00 PM', 'Saturday: 9:00 AM – 6:00 PM', 'Sunday: 2:00 – 6:00 PM']",5.0
111,Clayton Dental Group,"5442 Ygnacio Valley Rd, Concord, CA 94521, USA",+1 925-524-0444,https://www.claytondentalgroup.net/?utm_source=gmb&utm_medium=organic&utm_campaign=pbhs,"['Monday: 9:00 AM – 7:00 PM', 'Tuesday: 9:00 AM – 7:00 PM', 'Wednesday: 9:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 7:00 PM', 'Friday: 9:00 AM – 7:00 PM', 'Saturday: 9:00 AM – 5:00 PM', 'Sunday: Closed']",4.8
112,OnCall Dental - Fresno,"5492 N Palm Ave ste a, Fresno, CA 93704, USA",+1 559-900-2332,https://www.oncalldentalfresno.com/,"['Monday: 7:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 7:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 7:00 AM – 2:00 PM', 'Saturday: 8:00 AM – 2:00 PM', 'Sunday: 8:00 AM – 2:00 PM']",4.9
113,Covell Family Dental,"1756 Picasso Ave #C, Davis, CA 95618, USA",+1 530-758-1320,http://www.covellfamilydental.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 7:00 AM – 4:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 7:00 AM – 4:00 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",4.9
114,"El Portal Dental Group: Khang C. Nguyen, DDS","3393 G St b, Merced, CA 95340, USA",+1 209-385-1479,http://www.elportaldentalgroup.com/,"['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 10:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: Closed', 'Saturday: 8:00 AM – 4:30 PM', 'Sunday: Closed']",
115,Elmassian Joseph A DDS,"2595 E Washington Blvd # 104, Pasadena, CA 91107, USA",+1 626-798-1181,http://www.josephaelmassiandds.com/,"['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:30 PM', 'Wednesday: Closed', 'Thursday: 8:00 AM – 7:00 PM', 'Friday: 8:30 AM – 6:00 PM', 'Saturday: 9:00 AM – 4:00 PM', 'Sunday: Closed']",5.0
116,Hibbard Dental Care,"334 Shaw Ave #103, Clovis, CA 93612, USA",+1 559-298-0222,http://www.hibbarddds.com/,"['Monday: 8:00 AM – 7:00 PM', 'Tuesday: 8:00 AM – 7:00 PM', 'Wednesday: 8:00 AM – 7:00 PM', 'Thursday: 8:00 AM – 7:00 PM', 'Friday: 8:00 AM – 3:00 PM', 'Saturday: 8:00 AM – 12:00 PM', 'Sunday: Closed']",4.9
117,Ampla Dental,"1211 Cortina Dr, Orland, CA 95963, USA",+1 530-865-5561,http://www.amplahealth.org/,None,4.0
118,Our Dental Care: James C. Ma D.D.S.,"2017 E Prosperity Ave, Tulare, CA 93274, USA",+1 559-688-4111,http://ourdentalcare.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
119,"Smile Makeover Anoosheh Shahkarami, DDS","18399 Ventura Blvd #251, Tarzana, CA 91356, USA",+1 818-345-5286,,None,
120,Otto Alonzo DDS,"145 Shaw Ave, Clovis, CA 93612, USA",+1 559-325-2175,,"['Monday: 9:00 AM – 5:30 PM', 'Tuesday: 9:00 AM – 5:30 PM', 'Wednesday: 9:00 AM – 5:30 PM', 'Thursday: 9:00 AM – 5:30 PM', 'Friday: 9:00 AM – 5:30 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
121,High Sierra Dental Center: Office Of Saleem M. Kiwan DDS,"4820 N First St #105, Fresno, CA 93726, USA",+1 559-224-3110,http://www.highsierradental.net/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",
122,Western Dental Dentistry: Lee Jing W DDS,"1213 W Henderson Ave, Porterville, CA 93257, USA",+1 559-306-3240,https://www.westerndental.com/en-US/dentists/california/porterville/1213-w-henderson-ave/,"['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 9:00 AM – 6:00 PM', 'Saturday: 8:00 AM – 4:30 PM', 'Sunday: Closed']",
123,Western Dental Kids,"3920 N Cedar Ave, Fresno, CA 93726, USA",+1 559-412-5515,https://www.westerndental.com/en-us/find-a-location/california/fresno/3920-n-cedar-ave,"['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 9:00 AM – 6:00 PM', 'Saturday: 8:00 AM – 3:00 PM', 'Sunday: Closed']",3.9
124,Clovis Crossing Dental Group and Orthodontics,"1095 Herndon Ave Ste 102, Clovis, CA 93612, USA",+1 559-326-5272,https://www.cloviscrossingdentalgroup.com/?sc_cid=google:o:gmb,"['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 8:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']",2.1
125,Santa Rosa Community Health -- Dental Campus,"1110 N Dutton Ave, Santa Rosa, CA 95401, USA",+1 707-303-3395,http://srhealth.org/,"['Monday: 7:00 AM – 12:00 PM, 1:00 – 4:00 PM', 'Tuesday: 7:00 AM – 12:00 PM, 1:00 – 4:00 PM', 'Wednesday: 7:00 AM – 12:00 PM, 1:00 – 4:00 PM', 'Thursday: 7:00 AM – 12:00 PM, 1:00 – 4:00 PM', 'Friday: 7:00 AM – 12:00 PM, 1:00 – 4:00 PM', 'Saturday: Closed', 'Sunday: Closed']",1.9
126,St Therese Family Dental Care,"1801 Tucker St, Selma, CA 93662, USA",+1 559-896-1254,,"['Monday: 10:00 AM – 5:00 PM', 'Tuesday: 10:00 AM – 5:00 PM', 'Wednesday: 10:00 AM – 5:00 PM', 'Thursday: 10:00 AM – 5:00 PM', 'Friday: 10:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",3.1
127,Karam U DDS,"1191 E El Monte Way, Dinuba, CA 93618, USA",+1 559-591-4135,http://www.karamumdds.com/contact-us.html,None,3.2
128,Kingsburg Smile Center,"1591 Earl St, Kingsburg, CA 93631, USA",+1 559-897-5042,https://www.kingsburgsmilecenter.com/,"['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 8:00 AM – 1:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
129,First Sierra Dental Care,"6366 N First St, Fresno, CA 93710, USA",+1 559-449-1000,http://www.firstsierradental.com/,None,
130,Robert Garabedian Inc,"1616 W Shaw Ave # C2, Fresno, CA 93711, USA",+1 559-229-6553,http://www.rlgarabediandds.com/,None,
131,Penner Barry J DDS,"1436 Cedarwood Ln # C, Pleasanton, CA 94566, USA",+1 925-462-1990,http://www.pleasantonsmiles.com/,None,
132,Powell Pediatric Dentistry,"500 S. Chinowth Rd Suite 201, Visalia, CA 93277, USA",+1 559-624-1177,https://www.powellpediatricdentistry.com/visalia/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.9
133,"Dr. Rodney J. Kellogg, DDS","1879 E Fir Ave STE 101, Fresno, CA 93720, USA",+1 559-322-6060,http://www.kelloggandgrantdds.com/,None,4.9
134,Loma Linda University School of Dentistry,"11092 Anderson St, Loma Linda, CA 92350, USA",+1 909-558-4222,http://dentistry.llu.edu/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 3:00 PM', 'Saturday: Closed', 'Sunday: Closed']",3.5
135,Dr Mengya Huang,"4901 E Kings Canyon Rd, Fresno, CA 93727, USA",+1 559-490-1343,https://www.westerndental.com/en-US/dentists/california/fresno/4901-e-kings-canyon-rd/,"['Monday: 9:00 AM – 7:00 PM', 'Tuesday: 9:00 AM – 7:00 PM', 'Wednesday: 9:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 7:00 PM', 'Friday: 9:00 AM – 7:00 PM', 'Saturday: 8:00 AM – 4:30 PM', 'Sunday: Closed']",
136,Campbell Dental Care and Aesthetics,"1570 La Pradera Dr, Campbell, CA 95008, USA",+1 408-364-1122,http://www.campbelldentalcare.com/,"['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 8:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
137,Fresno Pro Dental,"237 W Shields Ave, Fresno, CA 93705, USA",+1 559-227-4120,http://www.fresnoprodental.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 1:00 PM', 'Friday: 8:00 AM – 3:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
