,Name,Link,Phone
1085,Michael Antonovich Antelope Valley Courthouse,http://www.lacourt.org/courthouse/info/atp,(661) 483-5500
1086,Norwalk Courthouse,http://www.lacourt.org/courthouse/info/se,(562) 345-3700
1087,Pasadena Courthouse,http://www.lacourt.org/courthouse/info/pas,(626) 396-3300
1088,Pomona Courthouse South,http://www.lacourt.org/courthouse/info/ea,(909) 802-1100
1089,San Fernando Courthouse,http://www.lacourt.org/courthouse/info/las,(818) 256-1800
1090,Santa Clarita Courthouse,http://www.lacourt.org/courthouse/info/new,(661) 253-5600
1091,Santa Monica Courthouse,http://www.lacourt.org/courthouse/info/sm,(310) 255-1840
1092,Spring Street Courthouse,http://www.lacourt.org/courthouse/info/ss,(213) 310-7000
1093,Stanley Mosk Courthouse,http://www.lacourt.org/courthouse/info/la,(213) 830-0803
1094,Sylmar Juvenile Courthouse,http://www.lacourt.org/courthouse/info/slj,(818) 256-1180
1095,Torrance Courthouse,http://www.lacourt.org/courthouse/info/sba,(310) 787-3700
1096,Van Nuys Courthouse East,http://www.lacourt.org/courthouse/info/nw,(818) 901-4600
1097,Van Nuys Courthouse West,http://www.lacourt.org/courthouse/info/lav,(818) 989-6900
1098,West Covina Courthouse,http://www.lacourt.org/courthouse/info/cit,(626) 430-2600
1099,Whittier Courthouse,http://www.lacourt.org/courthouse/info/wh,
1100,Hall of Justice,https://www.solano.courts.ca.gov/ContactUs.html,(707) 207-7300
1101,Law and Justice ,https://www.solano.courts.ca.gov/ContactUs.html,(707) 207-7300
1102,Old Solano Courthouse,https://www.solano.courts.ca.gov/ContactUs.html,(707) 207-7300
1103,Solano Justice Building,https://www.solano.courts.ca.gov/ContactUs.html,(707) 561-7800
1104,Yreka Court,http://www.siskiyou.courts.ca.gov/generalinfo/contact_locations.htm,(530) 842-8182
1105,Airport Courthouse,http://www.lacourt.org/courthouse/info/lax,(310) 725-3000
1106,Alfred J. McCourtney Juvenile Justice Center,http://www.lacourt.org/courthouse/info/lan,(661) 483-5924
1107,Alhambra Courthouse,http://www.lacourt.org/courthouse/info/alh,(626) 293-2100
1108,Bellflower Courthouse,http://www.lacourt.org/courthouse/info/lc,(562) 345-3300
1109,Beverly Hills Courthouse,http://www.lacourt.org/courthouse/info/bh,(310) 281-2400
1110,Burbank Courthouse,http://www.lacourt.org/courthouse/info/bur,(818) 260-8400
1111,Catalina Courthouse,http://www.lacourt.org/courthouse/info/cat,(562) 256-3100
1112,Central Arraignment Courthouse,http://www.lacourt.org/courthouse/info/cac,(213) 617-5699
1113,Central Civil West Courthouse,http://www.lacourt.org/courthouse/info/ccw,(213) 351-7598
1114,Chatsworth Courthouse,http://www.lacourt.org/courthouse/info/cha,(818) 407-2200
1115,Clara Shortridge Foltz Criminal Justice Center,http://www.lacourt.org/courthouse/info/ccb,(213) 628-7900
1116,Compton Courthouse,http://www.lacourt.org/courthouse/info/com,(310) 761-4300
1117,Downey Courthouse,http://www.lacourt.org/courthouse/info/dow,(562) 658-0500
1118,East Los Angeles Courthouse,http://www.lacourt.org/courthouse/info/ela,(323) 881-5800
1119,Eastlake Juvenile Court,http://www.lacourt.org/courthouse/info/elj,(323) 227-4399
1120,Edmund D. Edelman Children's Court,http://www.lacourt.org/courthouse/info/ccj,(323) 307-8000
1121,El Monte Courthouse,http://www.lacourt.org/courthouse/info/elm,(626) 401-2200
1122,Glendale Courthouse,http://www.lacourt.org/courthouse/info/gln,(818) 265-6400
1123,Governor George Deukmejian Courthouse,http://www.lacourt.org/courthouse/info/lb,(562) 256-3100
1124,Inglewood Courthouse,http://www.lacourt.org/courthouse/info/ing,(310) 419-1300
1125,Inglewood Juvenile Courthouse,http://www.lacourt.org/courthouse/info/igj,(310) 412-8301
1126,Los Padrinos Juvenile Courthouse,http://www.lacourt.org/courthouse/info/lpj,(562) 658-0700
1127,Metropolitan Courthouse,http://www.lacourt.org/courthouse/info/met,(213) 745-3202
1128,Michael Antonovich Antelope Valley Courthouse,http://www.lacourt.org/courthouse/info/atp,(661) 483-5500
1129,Norwalk Courthouse,http://www.lacourt.org/courthouse/info/se,(562) 345-3700
1130,Pasadena Courthouse,http://www.lacourt.org/courthouse/info/pas,(626) 396-3300
1131,Pomona Courthouse South,http://www.lacourt.org/courthouse/info/ea,(909) 802-1100
1132,San Fernando Courthouse,http://www.lacourt.org/courthouse/info/las,(818) 256-1800
1133,Santa Clarita Courthouse,http://www.lacourt.org/courthouse/info/new,(661) 253-5600
1134,Santa Monica Courthouse,http://www.lacourt.org/courthouse/info/sm,(310) 255-1840
1135,Spring Street Courthouse,http://www.lacourt.org/courthouse/info/ss,(213) 310-7000
1136,Stanley Mosk Courthouse,http://www.lacourt.org/courthouse/info/la,(213) 830-0803
1137,Sylmar Juvenile Courthouse,http://www.lacourt.org/courthouse/info/slj,(818) 256-1180
1138,Torrance Courthouse,http://www.lacourt.org/courthouse/info/sba,(310) 787-3700
1139,Van Nuys Courthouse East,http://www.lacourt.org/courthouse/info/nw,(818) 901-4600
1140,Van Nuys Courthouse West,http://www.lacourt.org/courthouse/info/lav,(818) 989-6900
1141,West Covina Courthouse,http://www.lacourt.org/courthouse/info/cit,(626) 430-2600
1142,Whittier Courthouse,http://www.lacourt.org/courthouse/info/wh,
1143,Airport Courthouse,http://www.lacourt.org/courthouse/info/lax,(310) 725-3000
1144,Alfred J. McCourtney Juvenile Justice Center,http://www.lacourt.org/courthouse/info/lan,(661) 483-5924
1145,Alhambra Courthouse,http://www.lacourt.org/courthouse/info/alh,(626) 293-2100
1146,Bellflower Courthouse,http://www.lacourt.org/courthouse/info/lc,(562) 345-3300
1147,Beverly Hills Courthouse,http://www.lacourt.org/courthouse/info/bh,(310) 281-2400
1148,Burbank Courthouse,http://www.lacourt.org/courthouse/info/bur,(818) 260-8400
1149,Catalina Courthouse,http://www.lacourt.org/courthouse/info/cat,(562) 256-3100
1150,Central Arraignment Courthouse,http://www.lacourt.org/courthouse/info/cac,(213) 617-5699
1151,Central Civil West Courthouse,http://www.lacourt.org/courthouse/info/ccw,(213) 351-7598
1152,Chatsworth Courthouse,http://www.lacourt.org/courthouse/info/cha,(818) 407-2200
1153,Clara Shortridge Foltz Criminal Justice Center,http://www.lacourt.org/courthouse/info/ccb,(213) 628-7900
1154,Compton Courthouse,http://www.lacourt.org/courthouse/info/com,(310) 761-4300
1155,Downey Courthouse,http://www.lacourt.org/courthouse/info/dow,(562) 658-0500
1156,East Los Angeles Courthouse,http://www.lacourt.org/courthouse/info/ela,(323) 881-5800
1157,Eastlake Juvenile Court,http://www.lacourt.org/courthouse/info/elj,(323) 227-4399
1158,Edmund D. Edelman Children's Court,http://www.lacourt.org/courthouse/info/ccj,(323) 307-8000
1159,El Monte Courthouse,http://www.lacourt.org/courthouse/info/elm,(626) 401-2200
1160,Glendale Courthouse,http://www.lacourt.org/courthouse/info/gln,(818) 265-6400
1161,Governor George Deukmejian Courthouse,http://www.lacourt.org/courthouse/info/lb,(562) 256-3100
1162,Inglewood Courthouse,http://www.lacourt.org/courthouse/info/ing,(310) 419-1300
1163,Inglewood Juvenile Courthouse,http://www.lacourt.org/courthouse/info/igj,(310) 412-8301
1164,Los Padrinos Juvenile Courthouse,http://www.lacourt.org/courthouse/info/lpj,(562) 658-0700
1165,Metropolitan Courthouse,http://www.lacourt.org/courthouse/info/met,(213) 745-3202
1166,Michael Antonovich Antelope Valley Courthouse,http://www.lacourt.org/courthouse/info/atp,(661) 483-5500
1167,Norwalk Courthouse,http://www.lacourt.org/courthouse/info/se,(562) 345-3700
1168,Pasadena Courthouse,http://www.lacourt.org/courthouse/info/pas,(626) 396-3300
1169,Pomona Courthouse South,http://www.lacourt.org/courthouse/info/ea,(909) 802-1100
1170,San Fernando Courthouse,http://www.lacourt.org/courthouse/info/las,(818) 256-1800
1171,Santa Clarita Courthouse,http://www.lacourt.org/courthouse/info/new,(661) 253-5600
1172,Santa Monica Courthouse,http://www.lacourt.org/courthouse/info/sm,(310) 255-1840
1173,Spring Street Courthouse,http://www.lacourt.org/courthouse/info/ss,(213) 310-7000
1174,Stanley Mosk Courthouse,http://www.lacourt.org/courthouse/info/la,(213) 830-0803
1175,Sylmar Juvenile Courthouse,http://www.lacourt.org/courthouse/info/slj,(818) 256-1180
1176,Torrance Courthouse,http://www.lacourt.org/courthouse/info/sba,(310) 787-3700
1177,Van Nuys Courthouse East,http://www.lacourt.org/courthouse/info/nw,(818) 901-4600
1178,Van Nuys Courthouse West,http://www.lacourt.org/courthouse/info/lav,(818) 989-6900
1179,West Covina Courthouse,http://www.lacourt.org/courthouse/info/cit,(626) 430-2600
1180,Whittier Courthouse,http://www.lacourt.org/courthouse/info/wh,
1181,Alameda - George E. McDonald Hall of Justice,http://www.alameda.courts.ca.gov/Pages.aspx/Alameda-George-E-McDonald-Hall-of-Justice,(510) 891-6005
1182,Berkeley Courthouse,http://www.alameda.courts.ca.gov/Pages.aspx/Berkeley-Courthouse,(510) 647-4439
1183,Dublin - East County Hall of Justice,http://www.alameda.courts.ca.gov/Pages.aspx/East-County-Hall-of-Justice,(925) 227-6700
1184,Fremont Hall of Justice,http://www.alameda.courts.ca.gov/Pages.aspx/Fremont-Hall-of-Justice,(510) 818-7500
1185,Hayward Hall of Justice,http://www.alameda.courts.ca.gov/Pages.aspx/Hayward-Hall-of-Justice,(510) 690-2700
1186,Oakland - René C. Davidson Courthouse,http://www.alameda.courts.ca.gov/Pages.aspx/Oakland-Ren-C-Davidson-Courthouse,(510) 891-6000
1187,Oakland - Wiley W. Manuel Courthouse,http://www.alameda.courts.ca.gov/Pages.aspx/Oakland-Wiley-W-Manuel-Courthouse,(510) 627-4700
1188,Oakland - Administration Building,http://www.alameda.courts.ca.gov/Pages.aspx/Oakland-Administration-Building,
1189,San Leandro - John George Psychiatric Pavilion,http://www.alameda.courts.ca.gov/Pages.aspx/San-Leandro-John-George-Psychiatric-Pavilion,(510) 891-6332
1190,San Leandro - Juvenile Justice Center,http://www.alameda.courts.ca.gov/Pages.aspx/San-Leandro-Juvenile-Justice-Center,(510) 618-1106
1191,Central Courthouse,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1905044&_dad=portal&_schema=PORTAL",(619) 844-2700
1192,Hall of Justice,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1059017&_dad=portal&_schema=PORTAL",(858) 634-1919
1193,Kearny Mesa,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1059076&_dad=portal&_schema=PORTAL",(858) 634-1800
1194,Juvenile Court,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1058981&_dad=portal&_schema=PORTAL",(858) 634-1600
1195,East County,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1059067&_dad=portal&_schema=PORTAL",(619) 456-4100
1196,North County,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1058990&_dad=portal&_schema=PORTAL",(760) 201-8600
1197,South County,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1059049&_dad=portal&_schema=PORTAL",(619) 746-6200
1198,El Centro Courthouse,https://imperial.courts.ca.gov/ContactUs/ContactUs.aspx,(760) 482-2200
1199,Valley Plaza Infractions Court,https://imperial.courts.ca.gov/ContactUs/ContactUs.aspx,(760) 336-3500
1200,Winterhaven Court,https://imperial.courts.ca.gov/ContactUs/ContactUs.aspx,(760) 336-3500
1201,Brawley Courthouse,https://imperial.courts.ca.gov/ContactUs/ContactUs.aspx,(760) 336-3550
1202,Wakefield Taylor Courthouse,http://www.cc-courts.org/locations/taylor.aspx,(925) 608-1000
1203,Spinetta Family Law Center,http://www.cc-courts.org/locations/spinetta.aspx,(925) 608-1000
1204,A. F. Bray Courthouse,http://www.cc-courts.org/locations/bray.aspx,(925) 608-1000
1205,"Richmond Superior Court, George D. Carroll Courthouse
",http://www.cc-courts.org/locations/rich.aspx,(925) 608-1000
1206,"Pittsburg Superior Court, Richard E. Arnason Justice Center",http://www.cc-courts.org/locations/pitt.aspx,(925) 608-1000
1207,Walnut Creek Superior Court ,http://www.cc-courts.org/locations/wc.aspx,(925) 608-1000
1208,Court Records,http://www.cc-courts.org/locations/records.aspx,(925) 608-1000
1209,Airport Courthouse,http://www.lacourt.org/courthouse/info/lax,(310) 725-3000
1210,Alfred J. McCourtney Juvenile Justice Center,http://www.lacourt.org/courthouse/info/lan,(661) 483-5924
1211,Alhambra Courthouse,http://www.lacourt.org/courthouse/info/alh,(626) 293-2100
1212,Bellflower Courthouse,http://www.lacourt.org/courthouse/info/lc,(562) 345-3300
1213,Beverly Hills Courthouse,http://www.lacourt.org/courthouse/info/bh,(310) 281-2400
1214,Burbank Courthouse,http://www.lacourt.org/courthouse/info/bur,(818) 260-8400
1215,Catalina Courthouse,http://www.lacourt.org/courthouse/info/cat,(562) 256-3100
1216,Central Arraignment Courthouse,http://www.lacourt.org/courthouse/info/cac,(213) 617-5699
1217,Central Civil West Courthouse,http://www.lacourt.org/courthouse/info/ccw,(213) 351-7598
1218,Chatsworth Courthouse,http://www.lacourt.org/courthouse/info/cha,(818) 407-2200
1219,Clara Shortridge Foltz Criminal Justice Center,http://www.lacourt.org/courthouse/info/ccb,(213) 628-7900
1220,Compton Courthouse,http://www.lacourt.org/courthouse/info/com,(310) 761-4300
1221,Downey Courthouse,http://www.lacourt.org/courthouse/info/dow,(562) 658-0500
1222,East Los Angeles Courthouse,http://www.lacourt.org/courthouse/info/ela,(323) 881-5800
1223,Eastlake Juvenile Court,http://www.lacourt.org/courthouse/info/elj,(323) 227-4399
1224,Edmund D. Edelman Children's Court,http://www.lacourt.org/courthouse/info/ccj,(323) 307-8000
1225,El Monte Courthouse,http://www.lacourt.org/courthouse/info/elm,(626) 401-2200
1226,Glendale Courthouse,http://www.lacourt.org/courthouse/info/gln,(818) 265-6400
1227,Governor George Deukmejian Courthouse,http://www.lacourt.org/courthouse/info/lb,(562) 256-3100
1228,Inglewood Courthouse,http://www.lacourt.org/courthouse/info/ing,(310) 419-1300
1229,Inglewood Juvenile Courthouse,http://www.lacourt.org/courthouse/info/igj,(310) 412-8301
1230,Los Padrinos Juvenile Courthouse,http://www.lacourt.org/courthouse/info/lpj,(562) 658-0700
1231,Metropolitan Courthouse,http://www.lacourt.org/courthouse/info/met,(213) 745-3202
1232,Michael Antonovich Antelope Valley Courthouse,http://www.lacourt.org/courthouse/info/atp,(661) 483-5500
1233,Norwalk Courthouse,http://www.lacourt.org/courthouse/info/se,(562) 345-3700
1234,Pasadena Courthouse,http://www.lacourt.org/courthouse/info/pas,(626) 396-3300
1235,Pomona Courthouse South,http://www.lacourt.org/courthouse/info/ea,(909) 802-1100
1236,San Fernando Courthouse,http://www.lacourt.org/courthouse/info/las,(818) 256-1800
1237,Santa Clarita Courthouse,http://www.lacourt.org/courthouse/info/new,(661) 253-5600
1238,Santa Monica Courthouse,http://www.lacourt.org/courthouse/info/sm,(310) 255-1840
1239,Spring Street Courthouse,http://www.lacourt.org/courthouse/info/ss,(213) 310-7000
1240,Stanley Mosk Courthouse,http://www.lacourt.org/courthouse/info/la,(213) 830-0803
1241,Sylmar Juvenile Courthouse,http://www.lacourt.org/courthouse/info/slj,(818) 256-1180
1242,Torrance Courthouse,http://www.lacourt.org/courthouse/info/sba,(310) 787-3700
1243,Van Nuys Courthouse East,http://www.lacourt.org/courthouse/info/nw,(818) 901-4600
1244,Van Nuys Courthouse West,http://www.lacourt.org/courthouse/info/lav,(818) 989-6900
1245,West Covina Courthouse,http://www.lacourt.org/courthouse/info/cit,(626) 430-2600
1246,Whittier Courthouse,http://www.lacourt.org/courthouse/info/wh,
1247,Airport Courthouse,http://www.lacourt.org/courthouse/info/lax,(310) 725-3000
1248,Alfred J. McCourtney Juvenile Justice Center,http://www.lacourt.org/courthouse/info/lan,(661) 483-5924
1249,Alhambra Courthouse,http://www.lacourt.org/courthouse/info/alh,(626) 293-2100
1250,Bellflower Courthouse,http://www.lacourt.org/courthouse/info/lc,(562) 345-3300
1251,Beverly Hills Courthouse,http://www.lacourt.org/courthouse/info/bh,(310) 281-2400
1252,Burbank Courthouse,http://www.lacourt.org/courthouse/info/bur,(818) 260-8400
1253,Catalina Courthouse,http://www.lacourt.org/courthouse/info/cat,(562) 256-3100
1254,Central Arraignment Courthouse,http://www.lacourt.org/courthouse/info/cac,(213) 617-5699
1255,Central Civil West Courthouse,http://www.lacourt.org/courthouse/info/ccw,(213) 351-7598
1256,Chatsworth Courthouse,http://www.lacourt.org/courthouse/info/cha,(818) 407-2200
1257,Clara Shortridge Foltz Criminal Justice Center,http://www.lacourt.org/courthouse/info/ccb,(213) 628-7900
1258,Compton Courthouse,http://www.lacourt.org/courthouse/info/com,(310) 761-4300
1259,Downey Courthouse,http://www.lacourt.org/courthouse/info/dow,(562) 658-0500
1260,East Los Angeles Courthouse,http://www.lacourt.org/courthouse/info/ela,(323) 881-5800
1261,Eastlake Juvenile Court,http://www.lacourt.org/courthouse/info/elj,(323) 227-4399
1262,Edmund D. Edelman Children's Court,http://www.lacourt.org/courthouse/info/ccj,(323) 307-8000
1263,El Monte Courthouse,http://www.lacourt.org/courthouse/info/elm,(626) 401-2200
1264,Glendale Courthouse,http://www.lacourt.org/courthouse/info/gln,(818) 265-6400
1265,Governor George Deukmejian Courthouse,http://www.lacourt.org/courthouse/info/lb,(562) 256-3100
1266,Inglewood Courthouse,http://www.lacourt.org/courthouse/info/ing,(310) 419-1300
1267,Inglewood Juvenile Courthouse,http://www.lacourt.org/courthouse/info/igj,(310) 412-8301
1268,Los Padrinos Juvenile Courthouse,http://www.lacourt.org/courthouse/info/lpj,(562) 658-0700
1269,Metropolitan Courthouse,http://www.lacourt.org/courthouse/info/met,(213) 745-3202
1270,Michael Antonovich Antelope Valley Courthouse,http://www.lacourt.org/courthouse/info/atp,(661) 483-5500
1271,Norwalk Courthouse,http://www.lacourt.org/courthouse/info/se,(562) 345-3700
1272,Pasadena Courthouse,http://www.lacourt.org/courthouse/info/pas,(626) 396-3300
1273,Pomona Courthouse South,http://www.lacourt.org/courthouse/info/ea,(909) 802-1100
1274,San Fernando Courthouse,http://www.lacourt.org/courthouse/info/las,(818) 256-1800
1275,Santa Clarita Courthouse,http://www.lacourt.org/courthouse/info/new,(661) 253-5600
1276,Santa Monica Courthouse,http://www.lacourt.org/courthouse/info/sm,(310) 255-1840
1277,Spring Street Courthouse,http://www.lacourt.org/courthouse/info/ss,(213) 310-7000
1278,Stanley Mosk Courthouse,http://www.lacourt.org/courthouse/info/la,(213) 830-0803
1279,Sylmar Juvenile Courthouse,http://www.lacourt.org/courthouse/info/slj,(818) 256-1180
1280,Torrance Courthouse,http://www.lacourt.org/courthouse/info/sba,(310) 787-3700
1281,Van Nuys Courthouse East,http://www.lacourt.org/courthouse/info/nw,(818) 901-4600
1282,Van Nuys Courthouse West,http://www.lacourt.org/courthouse/info/lav,(818) 989-6900
1283,West Covina Courthouse,http://www.lacourt.org/courthouse/info/cit,(626) 430-2600
1284,Whittier Courthouse,http://www.lacourt.org/courthouse/info/wh,
1285,Gordon D. Schaber Sacramento County Courthouse,https://www.saccourt.ca.gov/locations/downtown.aspx,(916) 874-5522
1286,Hall of Justice,https://www.saccourt.ca.gov/locations/locations.aspx,(916) 874-5522
1287,William R. Ridgeway Family Relations Courthouse,https://www.saccourt.ca.gov/locations/wrrfrc.aspx,(916) 875-3400
1288,Carol Miller Justice Center,https://www.saccourt.ca.gov/locations/cmjc.aspx,
1289,Juvenile Courthouse,https://www.saccourt.ca.gov/locations/jch.aspx,(916) 876-7753
1290,Lorenzo Patiño Hall of Justice (Sacramento County Main Jail),https://www.saccourt.ca.gov/locations/jail.aspx,(916) 874-6936
1291,Alameda - George E. McDonald Hall of Justice,http://www.alameda.courts.ca.gov/Pages.aspx/Alameda-George-E-McDonald-Hall-of-Justice,(510) 891-6005
1292,Berkeley Courthouse,http://www.alameda.courts.ca.gov/Pages.aspx/Berkeley-Courthouse,(510) 647-4439
1293,Dublin - East County Hall of Justice,http://www.alameda.courts.ca.gov/Pages.aspx/East-County-Hall-of-Justice,(925) 227-6700
1294,Fremont Hall of Justice,http://www.alameda.courts.ca.gov/Pages.aspx/Fremont-Hall-of-Justice,(510) 818-7500
1295,Hayward Hall of Justice,http://www.alameda.courts.ca.gov/Pages.aspx/Hayward-Hall-of-Justice,(510) 690-2700
1296,Oakland - René C. Davidson Courthouse,http://www.alameda.courts.ca.gov/Pages.aspx/Oakland-Ren-C-Davidson-Courthouse,(510) 891-6000
1297,Oakland - Wiley W. Manuel Courthouse,http://www.alameda.courts.ca.gov/Pages.aspx/Oakland-Wiley-W-Manuel-Courthouse,(510) 627-4700
1298,Oakland - Administration Building,http://www.alameda.courts.ca.gov/Pages.aspx/Oakland-Administration-Building,
1299,San Leandro - John George Psychiatric Pavilion,http://www.alameda.courts.ca.gov/Pages.aspx/San-Leandro-John-George-Psychiatric-Pavilion,(510) 891-6332
1300,San Leandro - Juvenile Justice Center,http://www.alameda.courts.ca.gov/Pages.aspx/San-Leandro-Juvenile-Justice-Center,(510) 618-1106
1301,Central Courthouse,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1905044&_dad=portal&_schema=PORTAL",(619) 844-2700
1302,Hall of Justice,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1059017&_dad=portal&_schema=PORTAL",(858) 634-1919
1303,Kearny Mesa,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1059076&_dad=portal&_schema=PORTAL",(858) 634-1800
1304,Juvenile Court,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1058981&_dad=portal&_schema=PORTAL",(858) 634-1600
1305,East County,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1059067&_dad=portal&_schema=PORTAL",(619) 456-4100
1306,North County,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1058990&_dad=portal&_schema=PORTAL",(760) 201-8600
1307,South County,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1059049&_dad=portal&_schema=PORTAL",(619) 746-6200
1308,Stockton Courthouse,https://www.sjcourts.org/general-info/court-locations-contact/stockton-courthouse/,(209) 992-5555
1309,Juvenile Justice Center,https://www.sjcourts.org/general-info/court-locations-contact/juvenile-justice-center/,(209) 992-5698
1310,Lodi Branch Department L-1,https://www.sjcourts.org/general-info/court-locations-contact/lodi-branch/,(209) 992-5521
1311,Lodi Branch Department L-2,https://www.sjcourts.org/general-info/court-locations-contact/lodi-branch/,(209) 992-5520
1312,Manteca Branch,https://www.sjcourts.org/general-info/court-locations-contact/manteca-branch/,(209) 239-9188
1313,Central Courthouse,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1905044&_dad=portal&_schema=PORTAL",(619) 844-2700
1314,Hall of Justice,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1059017&_dad=portal&_schema=PORTAL",(858) 634-1919
1315,Kearny Mesa,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1059076&_dad=portal&_schema=PORTAL",(858) 634-1800
1316,Juvenile Court,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1058981&_dad=portal&_schema=PORTAL",(858) 634-1600
1317,East County,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1059067&_dad=portal&_schema=PORTAL",(619) 456-4100
1318,North County,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1058990&_dad=portal&_schema=PORTAL",(760) 201-8600
1319,South County,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1059049&_dad=portal&_schema=PORTAL",(619) 746-6200
1320,Yreka Court,http://www.siskiyou.courts.ca.gov/generalinfo/contact_locations.htm,(530) 842-8182
1321,Humboldt County Courthouse,https://www.humboldt.courts.ca.gov/gi/contact.htm,(707) 445-7256
1322,Visalia County Civic Center,http://www.tularesuperiorcourt.ca.gov/index.php?section=locations-and-contact,(559) 730-5000
1323,Porterville (South County Justice Center),http://www.tularesuperiorcourt.ca.gov/index.php?section=locations-and-contact,(559) 782-3700
1324,Dinuba,http://www.tularesuperiorcourt.ca.gov/index.php?section=locations-and-contact,(559) 595-6400
1325,Juvenile Justice Facility,http://www.tularesuperiorcourt.ca.gov/index.php?section=locations-and-contact,(559) 738-2300
1326,Visalia Self-Help Resource Center,http://www.tularesuperiorcourt.ca.gov/index.php?section=locations-and-contact,(559) 737-5500
1327,Pretrial Facility,http://www.tularesuperiorcourt.ca.gov/index.php?section=locations-and-contact,(559) 738-2400
1328,Hall of Justice,http://marincourt.org/directions.htm,(415) 444-7000
1329,Hall of Justice,https://www.solano.courts.ca.gov/ContactUs.html,(707) 207-7300
1330,Law and Justice ,https://www.solano.courts.ca.gov/ContactUs.html,(707) 207-7300
1331,Old Solano Courthouse,https://www.solano.courts.ca.gov/ContactUs.html,(707) 207-7300
1332,Solano Justice Building,https://www.solano.courts.ca.gov/ContactUs.html,(707) 561-7800
1333,Visalia County Civic Center,http://www.tularesuperiorcourt.ca.gov/index.php?section=locations-and-contact,(559) 730-5000
1334,Porterville (South County Justice Center),http://www.tularesuperiorcourt.ca.gov/index.php?section=locations-and-contact,(559) 782-3700
1335,Dinuba,http://www.tularesuperiorcourt.ca.gov/index.php?section=locations-and-contact,(559) 595-6400
1336,Juvenile Justice Facility,http://www.tularesuperiorcourt.ca.gov/index.php?section=locations-and-contact,(559) 738-2300
1337,Visalia Self-Help Resource Center,http://www.tularesuperiorcourt.ca.gov/index.php?section=locations-and-contact,(559) 737-5500
1338,Pretrial Facility,http://www.tularesuperiorcourt.ca.gov/index.php?section=locations-and-contact,(559) 738-2400
1339,Humboldt County Courthouse,https://www.humboldt.courts.ca.gov/gi/contact.htm,(707) 445-7256
1340,Hall of Justice,http://www.ventura.courts.ca.gov/locations.html,(805) 289-8900
1341,Juvenile Justice Center,http://www.ventura.courts.ca.gov/locations.html,(805) 289-8820
1342,East County Courthouse,http://www.ventura.courts.ca.gov/locations.html,(805) 639-5010
1343,Gordon D. Schaber Sacramento County Courthouse,https://www.saccourt.ca.gov/locations/downtown.aspx,(916) 874-5522
1344,Hall of Justice,https://www.saccourt.ca.gov/locations/locations.aspx,(916) 874-5522
1345,William R. Ridgeway Family Relations Courthouse,https://www.saccourt.ca.gov/locations/wrrfrc.aspx,(916) 875-3400
1346,Carol Miller Justice Center,https://www.saccourt.ca.gov/locations/cmjc.aspx,
1347,Juvenile Courthouse,https://www.saccourt.ca.gov/locations/jch.aspx,(916) 876-7753
1348,Lorenzo Patiño Hall of Justice (Sacramento County Main Jail),https://www.saccourt.ca.gov/locations/jail.aspx,(916) 874-6936
1349,Appeals,https://sb-court.org/locations/appeals-and-appellate-division,(909) 384-1888
1350,Barstow District,https://sb-court.org/locations/barstow-district,
1351,Big Bear District,https://sb-court.org/locations/big-bear-district,(760) 718-3700
1352,Fontana District,https://sb-court.org/locations/fontana-district,(909) 350-9322
1353,Joshua Tree District,https://sb-court.org/locations/joshua-tree-district,((760) 974) 3048 [criminal/traffic]; (760) 974-3047 [family law]
1354,Mental Health Court,https://sb-court.org/locations/mental-health-court,(909) 498-2296
1355,Needles District,https://sb-court.org/locations/needles-district,(760) 718-3700
1356,Rancho Cucamonga District,https://sb-court.org/locations/rancho-cucamonga-district,(909) 350-9764
1357,San Bernardino Justice Center,https://www.sb-court.org/locations/san-bernardino,
1358,Victorville District,https://sb-court.org/locations/victorville-district,(760) 245-6215
1359,San Bernardino Juvenile Delinquency,https://sb-court.org/locations/juvenile-courts/san-bernardino-juvenile-delinquency,(909) 269-8840
1360,San Bernardino Juvenile Dependency,https://sb-court.org/locations/juvenile-courts/san-bernardino-juvenile-dependency,(909) 269-8900
1361,San Bernardino Child Support Division,https://sb-court.org/locations/san-bernardino-justice-center/child-support-division-san-bernardino-district,(909) 269-8789
